설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
06호기 - 원일 150T,GEN4 EXHAUST LH," 2,500 ", - ," 2,500 ",15.82,13.20,2.63,13.19,100.0%,100.0%,83.4%,83.4%,87%,"*주간 시업 및 가동 간 Coil ass'y 공급 부족으로 확보 후 가동
*주간 Cav.9, 11 커넥터부 Gas
→ 금형 간이 청소 후 가동
*야간 시업 전 Coil ass'y 공급 부족으로 확보 후 가동"
08호기 - 원일 120T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
09호기 - 원일 150T,후륜8속 M3 PREMOLD ASS'Y," 1,840 ", - ," 1,840 ",8.34,8.34,0.00,7.92,100.0%,95.0%,100.0%,95.0%,83%,"*주간 온수기 누전 건 업체(하이티엔) 내방 점검
→ 온수기 히터 교체
*주간 에젝터 실린더 누유 건 업체 내방 수리
→ 에젝터 실린더 패킹 교체"
10호기 - 원일 100T,ROTOR OS SLEEVE," 4,240 ", - ," 4,240 ",8.33,7.99,0.34,7.07,100.0%,88.5%,95.9%,84.9%,85%,0
11호기 - 원일 100T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86%,0
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 3,216 ", - ," 3,216 ",10.34,10.03,0.32,8.22,100.0%,82.0%,96.9%,79.5%,83%,"*주간 런너 취출 로보트 취출 미스
→ 취출로보트 그리퍼 및 스토퍼 위치 재조정 후 모니터링"
13호기 - MEW 150T,KEV3 DRIVE_P 20.5Ω(9144060693)," 12,120 ", 4 ," 12,124 ",24.02,24.02,0.00,19.53,100.0%,81.3%,100.0%,81.3%,84%,"*수지 이송 지연 관련 물류팀 인터뷰
→ 13~15호기 동시에 수지 이송시 간헐적으로 이송 불가 추정
→ 물류팀 설비 지속 모니터링하며 대응 진행 중"
14호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 5,460 ", - ," 5,460 ",10.34,9.72,0.62,8.80,100.0%,90.6%,94.0%,85.1%,84%,"*수지 이송 지연 관련 물류팀 인터뷰
→ 13~15호기 동시에 수지 이송시 간헐적으로 이송 불가 추정
→ 물류팀 설비 지속 모니터링하며 대응 진행 중"
15호기 - MEW 150T,KEV1 DRIVE 20.5Ω(9144060009)," 9,060 ", - ," 9,060 ",16.66,16.40,0.26,15.10,100.0%,92.1%,98.5%,90.6%,84%,"*수지 이송 지연 관련 물류팀 인터뷰
→ 13~15호기 동시에 수지 이송시 간헐적으로 이송 불가 추정
→ 물류팀 설비 지속 모니터링하며 대응 진행 중"
16호기 - 원일 120T,LINK OVER MOLD," 8,156 ", - ," 8,156 ",24.00,24.00,0.00,20.39,100.0%,85.0%,100.0%,85.0%,86%,0
19호기 - JSW 100T,KEV BOBBIN ASS'Y," 12,400 ", - ," 12,400 ",10.30,10.30,0.00,9.64,100.0%,93.6%,100.0%,93.6%,87%,0
20호기 - MEW 150T,KEV BOBBIN ASSY_PPS(9144060689)," 12,000 ", - ," 12,000 ",12.00,11.73,0.27,9.33,100.0%,79.5%,97.8%,77.8%,85%,0
21호기 - 원일 120T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
22호기 - ARBURG 200T,TAS GEN2.0 HOUSING," 4,954 ", - ," 4,954 ",8.42,8.14,0.28,7.57,100.0%,93.0%,96.7%,89.9%,90%,0
23호기 - ARBURG 200T,TAS GEN2.0 COVER," 7,830 ", - ," 7,830 ",9.30,8.99,0.31,8.70,100.0%,96.8%,96.7%,93.6%,90%,0
24호기 - 우진 220T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90%,0
25호기 - 우진 220T,MEB5 ESC COVER," 5,884 ", 9 ," 5,893 ",13.72,13.72,0.00,11.95,99.8%,87.1%,100.0%,87.0%,90%,"*주간 Cav.1 Burr 및 스크래치
→ 상측 금형 코어 크랙 확인. 코어 수리 일정 수립 필요
→ 상측 신규 메인 코어 임시 적용 후 생산
*주간 온수기 누전 건 업체(하이티엔) 내방 점검
→ 온수기 히터 교체"
