설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
06호기 - 원일 150T,GEN4 EXHAUST LH," 1,023 ", 3 ," 1,026 ",6.04,5.42,0.62,5.42,99.7%,99.9%,89.8%,89.4%,87%,0
08호기 - 원일 120T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
09호기 - 원일 150T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,83%,0
10호기 - 원일 100T,ROTOR OS SLEEVE," 6,600 ", - ," 6,600 ",12.66,12.37,0.29,11.00,100.0%,88.9%,97.7%,86.9%,85%,0
11호기 - 원일 100T,R-TAS GEN 3.0 CONNECTOR," 2,500 ", - ," 2,500 ",7.06,7.06,0.00,6.81,100.0%,96.4%,100.0%,96.4%,86%,0
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 7,128 ", - ," 7,128 ",20.02,19.93,0.09,18.22,100.0%,91.4%,99.6%,91.0%,83%,0
13호기 - MEW 150T,KEV3 DRIVE_P 20.5Ω(9144060693)," 6,720 ", - ," 6,720 ",12.67,12.67,0.00,10.83,100.0%,85.4%,100.0%,85.4%,84%,0
14호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 8,760 ", - ," 8,760 ",16.68,16.57,0.10,14.11,100.0%,85.2%,99.4%,84.6%,84%,0
15호기 - MEW 150T,KEV2 DRIVE 14.5Ω(9144060111)," 10,500 ", - ," 10,500 ",20.00,20.00,0.00,17.50,100.0%,87.5%,100.0%,87.5%,84%,0
16호기 - 원일 120T,LINK OVER MOLD," 6,796 ", - ," 6,796 ",20.00,20.00,0.00,16.99,100.0%,85.0%,100.0%,85.0%,86%,0
19호기 - JSW 100T,KEV BOBBIN ASS'Y," 8,800 ", - ," 8,800 ",8.00,7.79,0.21,6.84,100.0%,87.9%,97.3%,85.5%,87%,0
20호기 - MEW 150T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
21호기 - 원일 120T,600H M/CORE COVER H.V," 15,840 ", - ," 15,840 ",8.00,6.66,1.34,6.03,100.0%,90.6%,83.2%,75.4%,87%,"*야간 온수기 과승온 현상
→ 온수기 교체 및 기존 온수기 식별 후 수리 대기
*야간 연속생산 중 다관절로보트 무언 정지
→ 다관절로보트 및 공급부 원점 후 재가동"
22호기 - ARBURG 200T,TAS GEN2.0 HOUSING," 4,948 ", - ," 4,948 ",8.42,7.85,0.57,7.56,100.0%,96.3%,93.3%,89.8%,90%,"*야간 취출 로보트 제품 취출 미스
→ 로보트 취출 위치 및 낙하 위치 조정 "
23호기 - ARBURG 200T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90%,0
24호기 - 우진 220T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90%,0
25호기 - 우진 220T,MEB5 ESC COVER," 4,016 ", 2 ," 4,018 ",10.66,8.15,2.50,8.15,100.0%,100.0%,76.5%,76.4%,90%,"*야간 재가동 중 Cav.2, 4 오버플로우로 인한 수지 고착
→ 고착 수지 제거 후 가동"
26호기 - 우진 220T,601D M/CORE COVER (KBE 1033BK)," 13,270 ", - ," 13,270 ",12.00,12.00,0.00,10.32,100.0%,86.0%,100.0%,86.0%,85%,0
27호기 - 우진 220T,600C 외부 CASE (KOPLA)," 2,762 ", - ," 2,762 ",5.36,5.07,0.30,5.06,100.0%,99.9%,94.5%,94.4%,85%,0
28호기 - 우진 150T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
29호기 - 우진 150T,SP2 PE 수밀 커버," 1,050 ", - ," 1,050 ",8.30,8.30,0.00,7.88,100.0%,94.8%,100.0%,94.8%,90%,0
30호기 - 우진 150T,iMEB2 BOBBIN WSV," 21,600 ", - ," 21,600 ",18.83,18.48,0.35,18.00,100.0%,97.4%,98.2%,95.6%,87%,0
32호기 - ARBURG 100T,MEB5 BOBBIN OV," 31,900 ", 30 ," 31,930 ",20.00,20.00,0.00,16.85,99.9%,84.3%,100.0%,84.2%,85%,0
33호기 - ARBURG 100T,MEB5 BOBBIN IV," 31,100 ", 48 ," 31,148 ",20.00,20.00,0.00,16.44,99.8%,82.2%,100.0%,82.1%,85%,0
35호기 - ARBURG 100T (자동),TAS GEN2.0 PIN BLOCK MOLD," 30,008 ", - ," 30,008 ",12.00,12.00,0.00,10.00,100.0%,83.4%,100.0%,83.4%,90%,0
36호기 - ZHAFIR 120T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
