설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
06호기 - 원일 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
08호기 - 원일 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,85.0%,
09호기 - 원일 150T,TAS GEN2.0 ROTOR IS," 1,360 ", - ," 1,360 ",6.0,5.9,0.1,5.8,100.0%,97.9%,98.4%,96.3%,83.0%,
10호기 - 원일 100T,LINK OVER MOLD," 7,300 ", - ," 7,300 ",24.0,23.3,0.7,18.3,100.0%,78.3%,97.1%,76.0%,85.0%,
11호기 - 원일 100T,R-TAS GEN 3.0 CONNECTOR," 2,600 ", 20 ," 2,620 ",7.5,7.3,0.2,7.1,99.2%,97.6%,98.0%,94.9%,86.0%,
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 6,984 ", - ," 6,984 ",22.3,22.3,0.0,17.8,100.0%,79.9%,100.0%,79.9%,83.0%,
13호기 - MEW 150T,KEV3 DRIVE_P 20.5Ω(9144060693)," 12,420 ", - ," 12,420 ",24.0,24.0,0.0,20.0,100.0%,83.3%,100.0%,83.3%,84.0%,
14호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 10,260 ", 12 ," 10,272 ",20.3,19.5,0.9,16.5,99.9%,85.0%,95.6%,81.2%,84.0%,
15호기 - MEW 150T,KEV1 DRIVE 20.5Ω(9144060009)," 10,440 ", 4 ," 10,444 ",20.3,20.3,0.0,17.4,100.0%,85.6%,100.0%,85.6%,84.0%,
16호기 - 원일 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,86.0%,
19호기 - JSW 100T,KEV BOBBIN ASS'Y," 10,800 ", 7 ," 10,807 ",12.0,11.9,0.1,8.4,99.9%,70.8%,98.9%,70.0%,87.0%,
