설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
06호기 - 원일 150T,GEN4 EXHAUST LH," 1,338 ", - ," 1,338 ",8.0,7.7,0.3,7.1,100.0%,91.5%,96.5%,88.3%,87.0%,
08호기 - 원일 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,85.0%,
09호기 - 원일 150T,VIS SOLENOID BODY (NU)," 3,372 ", - ," 3,372 ",16.7,16.7,0.0,12.9,100.0%,77.5%,100.0%,77.5%,83.0%,
10호기 - 원일 100T,ROTOR OS SLEEVE," 4,200 ", - ," 4,200 ",8.3,7.9,0.4,7.0,100.0%,88.4%,95.1%,84.0%,85.0%,
11호기 - 원일 100T,R-TAS GEN 3.0 CONNECTOR," 2,600 ", 12 ," 2,612 ",7.4,7.1,0.2,7.1,99.5%,99.7%,96.9%,96.2%,86.0%,
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 7,452 ", - ," 7,452 ",22.4,22.4,0.0,19.0,100.0%,85.2%,100.0%,85.2%,83.0%,
13호기 - MEW 150T,KEV3 DRIVE_P 20.5Ω(9144060693)," 6,060 ", - ," 6,060 ",12.0,11.7,0.3,9.8,100.0%,83.2%,97.7%,81.3%,84.0%,
14호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 12,060 ", 24 ," 12,084 ",24.0,23.1,0.9,19.5,99.8%,84.3%,96.2%,80.9%,84.0%,
15호기 - MEW 150T,KEV2 DRIVE 14.5Ω(9144060111)," 10,260 ", 4 ," 10,264 ",18.7,18.4,0.3,17.1,100.0%,93.1%,98.5%,91.6%,84.0%,
16호기 - 원일 120T,LINK OVER MOLD," 8,220 ", - ," 8,220 ",24.0,23.6,0.4,20.6,100.0%,86.9%,98.5%,85.6%,86.0%,
19호기 - JSW 100T,KEV BOBBIN ASS'Y," 22,808 ", - ," 22,808 ",20.5,17.7,2.8,17.7,100.0%,100.0%,86.4%,86.4%,87.0%,
20호기 - MEW 150T,KEV BOBBIN ASSY_PPS(9144060689)," 23,600 ", - ," 23,600 ",19.0,18.8,0.2,18.4,100.0%,97.7%,98.9%,96.6%,85.0%,
21호기 - 원일 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
22호기 - ARBURG 200T,TAS GEN2.0 HOUSING," 3,372 ", - ," 3,372 ",8.4,8.1,0.3,5.2,100.0%,63.4%,96.5%,61.2%,90.0%,
23호기 - ARBURG 200T,TAS GEN2.0 GEAR COVER," 9,000 ", - ," 9,000 ",10.4,10.1,0.3,10.0,100.0%,99.0%,96.8%,95.9%,90.0%,
24호기 - 우진 220T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,90.0%,
25호기 - 우진 220T,MEB5 ESC COVER," 9,960 ", 15 ," 9,975 ",21.2,21.0,0.2,20.2,99.8%,96.4%,99.1%,95.4%,90.0%,
26호기 - 우진 220T,601D M/CORE COVER (KBE 1033BK)," 12,900 ", - ," 12,900 ",12.0,11.7,0.3,10.0,100.0%,85.4%,97.9%,83.6%,85.0%,
27호기 - 우진 220T,600C 외부 CASE (KOPLA)," 5,478 ", - ," 5,478 ",10.4,10.1,0.4,10.0,100.0%,99.9%,96.3%,96.3%,85.0%,
28호기 - 우진 150T,iMEB2 BOBBIN OV," 13,400 ", - ," 13,400 ",11.7,11.5,0.2,11.2,100.0%,97.2%,97.9%,95.2%,87.0%,
29호기 - 우진 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,90.0%,
30호기 - 우진 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
32호기 - ARBURG 100T,MEB5 BOBBIN OV," 31,400 ", 17 ," 31,417 ",22.3,22.1,0.2,16.6,99.9%,75.1%,98.9%,74.2%,87.0%,
33호기 - ARBURG 100T,MEB5 BOBBIN IV," 33,508 ", 39 ," 33,547 ",22.3,22.1,0.2,17.7,99.9%,79.9%,99.2%,79.2%,87.0%,
35호기 - ARBURG 100T (자동),TAS GEN2.0 PIN BLOCK MOLD," 33,900 ", - ," 33,900 ",12.0,11.5,0.5,11.3,100.0%,97.9%,96.2%,94.2%,90.0%,
36호기 - ZHAFIR 120T,600C 1차 SPOOL (KOPLA)," 21,650 ", - ," 21,650 ",23.5,23.0,0.5,21.0,100.0%,91.7%,97.8%,89.7%,87.0%,
37호기 - ARBURG 100T (자동),MEB5 BOBBIN IV," 13,480 ", - ," 13,480 ",7.5,7.1,0.4,7.1,100.0%,100.0%,95.1%,95.0%,85.0%,
38호기 - ARBURG 100T (자동),KEV2 10.5 GL3 LID (9144060668)," 9,370 ", - ," 9,370 ",14.0,13.7,0.3,13.3,100.0%,97.2%,97.6%,94.9%,90.0%,
39호기 - ZHAFIR 120T,Theta3 AIM Nipple PCSV," 6,100 ", - ," 6,100 ",15.0,14.8,0.2,14.6,100.0%,98.4%,98.7%,97.1%,90.0%,
40호기 - ARBURG 200T (자동),KEV3 COVER 5.0 LN QC (9144060573)," 8,370 ", - ," 8,370 ",17.3,17.2,0.1,16.9,100.0%,98.4%,99.3%,97.8%,87.0%,
41호기 - 우진 220T (자동),KEV2 COVER 10.5 GL3 (9144060669)," 11,960 ", - ," 11,960 ",24.0,23.6,0.4,22.3,100.0%,94.2%,98.3%,92.7%,87.0%,
42호기 - 우진 220T (자동),KEV3 COVER QC_P (9144060696)," 7,910 ", - ," 7,910 ",18.4,16.8,1.6,16.6,100.0%,98.5%,91.3%,89.9%,87.0%,
43호기 - ARBURG 200T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
44호기 - 우진 220T,IDB COVER ASS'Y," 1,202 ", - ," 1,202 ",8.0,7.2,0.8,5.6,100.0%,78.5%,89.9%,70.6%,87.0%,
45호기 - 우진 220T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,85.0%,
46호기 - MEW 250T,SRR 30 HOUSING ASSY (SLAVE)," 1,696 ", - ," 1,696 ",7.8,7.4,0.4,5.6,100.0%,75.4%,95.1%,71.7%,84.0%,
47호기 - ARBURG 200T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,75.0%,
