설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,GEN4 INTAKE LH, 676 , 3 , 679 ,6.2,3.6,2.6,3.6,99.6%,100.0%,58.2%,57.9%,87.0%,
06호기 - 원일 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
08호기 - 원일 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,85.0%,
09호기 - 원일 150T,후륜8속 M3 PREMOLD ASS'Y," 1,500 ", - ," 1,500 ",8.3,8.3,0.0,6.5,100.0%,77.7%,100.0%,77.7%,83.0%,
10호기 - 원일 100T,ROTOR OS SLEEVE," 4,200 ", - ," 4,200 ",8.3,8.3,0.0,7.0,100.0%,84.0%,100.0%,84.0%,85.0%,
11호기 - 원일 100T,R-TAS GEN 3.0 CONNECTOR," 2,500 ", - ," 2,500 ",7.2,6.8,0.3,6.8,100.0%,99.5%,95.6%,95.1%,86.0%,
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 7,820 ", 1 ," 7,821 ",24.0,23.9,0.2,20.0,100.0%,83.7%,99.3%,83.2%,83.0%,
13호기 - MEW 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,84.0%,
14호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 12,660 ", 36 ," 12,696 ",24.0,24.0,0.0,20.5,99.7%,85.2%,100.0%,84.9%,84.0%,
15호기 - MEW 150T,KEV2 DRIVE 14.5Ω(9144060111)," 12,416 ", - ," 12,416 ",24.9,24.9,0.0,20.7,100.0%,83.3%,100.0%,83.3%,84.0%,
16호기 - 원일 120T,LINK OVER MOLD," 8,040 ", - ," 8,040 ",24.0,23.7,0.3,20.1,100.0%,84.8%,98.7%,83.8%,86.0%,
19호기 - JSW 100T,KEV BOBBIN ASS'Y," 23,600 ", - ," 23,600 ",22.1,21.4,0.6,18.4,100.0%,85.6%,97.2%,83.2%,87.0%,
20호기 - MEW 150T,KEV BOBBIN ASSY_PPS(9144060689)," 11,976 ", - ," 11,976 ",12.0,12.0,0.0,9.3,100.0%,77.6%,100.0%,77.6%,85.0%,
21호기 - 원일 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
22호기 - ARBURG 200T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,90.0%,
23호기 - ARBURG 200T,TAS GEN2.0 GEAR COVER," 16,200 ", - ," 16,200 ",18.8,18.5,0.2,18.0,100.0%,97.1%,98.8%,95.9%,90.0%,
24호기 - 우진 220T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,90.0%,
25호기 - 우진 220T,MEB5 ESC COVER," 11,520 ", 24 ," 11,544 ",23.8,23.8,0.0,23.4,99.8%,98.3%,100.0%,98.1%,90.0%,
26호기 - 우진 220T,601D M/CORE COVER (KBE 1033BK)," 12,800 ", - ," 12,800 ",12.0,12.0,0.0,10.0,100.0%,83.0%,100.0%,83.0%,85.0%,
27호기 - 우진 220T,600C 외부 CASE (KOPLA)," 5,000 ", - ," 5,000 ",10.3,10.3,0.0,9.2,100.0%,88.7%,100.0%,88.7%,85.0%,
28호기 - 우진 150T,iMEB2 BOBBIN HSV," 18,400 ", - ," 18,400 ",17.3,16.5,0.8,15.3,100.0%,92.9%,95.4%,88.6%,87.0%,
29호기 - 우진 150T,RADOME," 8,226 ", - ," 8,226 ",21.9,21.9,0.0,21.0,100.0%,95.8%,100.0%,95.8%,90.0%,
30호기 - 우진 150T,iMEB2 BOBBIN IV," 22,308 ", - ," 22,308 ",20.3,20.3,0.0,18.6,100.0%,91.4%,100.0%,91.4%,87.0%,
32호기 - ARBURG 100T,MEB5 BOBBIN OV," 15,600 ", 26 ," 15,626 ",17.9,14.2,3.7,8.2,99.8%,58.2%,79.3%,46.1%,85.0%,
33호기 - ARBURG 100T,MEB5 BOBBIN OV," 32,308 ", 32 ," 32,340 ",24.0,22.9,1.1,17.1,99.9%,74.6%,95.3%,71.1%,85.0%,
35호기 - ARBURG 100T (자동),iMEB2 FORK PIN COVER," 11,996 ", - ," 11,996 ",12.1,12.1,0.0,11.7,100.0%,96.3%,100.0%,96.3%,90.0%,
36호기 - ZHAFIR 120T,600C 1차 SPOOL (KOPLA)," 10,440 ", - ," 10,440 ",11.7,11.7,0.0,10.2,100.0%,86.5%,100.0%,86.5%,87.0%,
37호기 - ARBURG 100T (자동),MEB5 BOBBIN IV," 26,000 ", 27 ," 26,027 ",14.8,14.8,0.0,13.7,99.9%,92.7%,100.0%,92.7%,85.0%,
38호기 - ARBURG 100T (자동),KEV2 10.5 GL3 LID (9144060668)," 7,800 ", - ," 7,800 ",12.0,12.0,0.0,11.1,100.0%,92.1%,100.0%,92.1%,90.0%,
39호기 - ZHAFIR 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,90.0%,
40호기 - ARBURG 200T (자동),KEV3 COVER 5.0 LN QC (9144060573)," 5,050 ", - ," 5,050 ",10.9,10.3,0.6,10.0,100.0%,97.2%,94.1%,91.5%,87.0%,
41호기 - 우진 220T (자동),KEV3 COVER 7.0 LN QC (9144060378)," 3,700 ", - ," 3,700 ",8.0,7.8,0.1,7.3,100.0%,93.0%,98.3%,91.4%,87.0%,
42호기 - 우진 220T (자동),#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
43호기 - ARBURG 200T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
44호기 - 우진 220T,IDB COVER ASS'Y," 1,498 ", - ," 1,498 ",8.0,7.7,0.3,7.0,100.0%,91.3%,96.3%,87.9%,87.0%,
45호기 - 우진 220T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,85.0%,
46호기 - MEW 250T,SRR 30 HOUSING ASSY (MASTER)," 2,040 ", 2 ," 2,042 ",7.8,7.4,0.4,6.7,99.9%,90.6%,95.4%,86.3%,84.0%,
47호기 - ARBURG 200T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,75.0%,
48호기 - 원일 200T,MEB5 ESCi HOUSING (S)," 2,729 ", 3 ," 2,732 ",16.7,16.5,0.2,15.9,99.9%,96.6%,99.0%,95.6%,87.0%,
49호기 - ARBURG 300T,iMEB2 ECU HOUSING (필터융착)," 2,896 ", - ," 2,896 ",21.1,20.8,0.3,19.3,100.0%,92.8%,98.7%,91.6%,84.0%,
50호기 - 원일 200T,MEB5 ESCi HOUSING (S)," 3,233 ", 2 ," 3,235 ",24.0,23.0,1.0,18.4,99.9%,80.1%,96.0%,76.8%,87.0%,
51호기 - ARBURG 200T,MEB5 HOUSING ESC (S)," 2,952 ", - ," 2,952 ",19.4,19.3,0.2,17.2,100.0%,89.4%,99.1%,88.7%,87.0%,
52호기 - ARBURG 160T,IDB HOUSING MOLD," 1,060 ", - ," 1,060 ",10.3,10.1,0.3,10.0,100.0%,99.3%,97.6%,96.9%,85.0%,
53호기 - 재피어 450T,iMEB3 ECU HOUSING_STD(기본형) (필터융착)," 1,240 ", 3 ," 1,243 ",18.0,16.8,1.2,10.7,99.8%,63.8%,93.1%,59.3%,85.0%,
,,,,,,,,,,,,,,
,,,,,,,,,,,,84.8%,,
