설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
06호기 - 원일 150T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
08호기 - 원일 120T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
09호기 - 원일 150T,후륜8속 M3 PREMOLD ASS'Y," 1,000 ", - ," 1,000 ",4.49,4.49,0,4.306,100.0%,95.9%,100.0%,95.9%,83%,0
10호기 - 원일 100T,LINK OVER MOLD," 6,900 ", - ," 6,900 ",20,20,0,17.25,100.0%,86.3%,100.0%,86.3%,85%,0
11호기 - 원일 100T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86%,0
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 5,660 ", 2 ," 5,662 ",16.65,16.65,0,14.47,100.0%,86.9%,100.0%,86.9%,83%,0
13호기 - MEW 150T,KEV3 DRIVE_P 20.5Ω(9144060693)," 4,080 ", - ," 4,080 ",8.337,8.091,0.246,6.573,100.0%,81.2%,97.0%,78.8%,84%,0
14호기 - MEW 150T,KEV3 DRIVE_P 14.5옴 (9144060737)," 6,180 ", 8 ," 6,188 ",11.6,11.6,0,9.97,99.9%,85.9%,100.0%,85.8%,84%,0
15호기 - MEW 150T,KEV2 DRIVE 14.5Ω(9144060111)," 8,940 ", 4 ," 8,944 ",16.63,16.272,0.358,14.907,100.0%,91.6%,97.8%,89.6%,84%,0
16호기 - 원일 120T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86%,0
19호기 - JSW 100T,KEV BOBBIN ASS'Y," 12,400 ", - ," 12,400 ",12.002,12.002,0,9.644,100.0%,80.4%,100.0%,80.4%,87%,*야간 시업 중 제품 런너 분리 불량으로 인한 알람. 금형 점검
20호기 - MEW 150T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
21호기 - 원일 120T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
22호기 - ARBURG 200T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90%,0
23호기 - ARBURG 200T,TAS GEN2.0 GEAR COVER," 13,594 ", - ," 13,594 ",15.63,15.276,0.354,15.104,100.0%,98.9%,97.7%,96.6%,90%,0
24호기 - 우진 220T,POWER PACK COVER (검사 전), 564 , - , 564 ,8.334,8.214,0.12,5.327,100.0%,64.9%,98.6%,63.9%,90%,0
25호기 - 우진 220T,MEB5 ESC COVER," 9,360 ", 31 ," 9,391 ",19.706,19.706,0,19.043,99.7%,96.6%,100.0%,96.3%,90%,0
26호기 - 우진 220T,600D 외부 CASE (KOPLA)," 9,479 ", 17 ," 9,496 ",16.644,16.644,0,16.355,99.8%,98.3%,100.0%,98.1%,85%,0
27호기 - 우진 220T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
28호기 - 우진 150T,iMEB2 BOBBIN OV," 16,500 ", - ," 16,500 ",14.246,14.246,0,13.75,100.0%,96.5%,100.0%,96.5%,87%,0
29호기 - 우진 150T,SP2 PE 수밀 커버," 1,032 ", - ," 1,032 ",8,8,0,7.74,100.0%,96.8%,100.0%,96.8%,90%,0
