설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
06호기 - 원일 150T,GEN4 EXHAUST LH," 1,508 ", 6 ," 1,514 ",9.33,8.02,1.31,7.99,99.6%,99.6%,86.0%,85.3%,87%,*야간 Coil ass'y 확보 후 가동 (2회)
08호기 - 원일 120T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
09호기 - 원일 150T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,83%,0
10호기 - 원일 100T,ROTOR OS SLEEVE," 6,800 ", - ," 6,800 ",13.33,13.13,0.20,11.33,100.0%,86.3%,98.5%,85.0%,85%,0
11호기 - 원일 100T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86%,0
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 6,780 ", - ," 6,780 ",20.68,20.68,0.00,17.33,100.0%,83.8%,100.0%,83.8%,83%,0
13호기 - MEW 150T,KEV3 DRIVE_P 20.5Ω(9144060693)," 12,180 ", - ," 12,180 ",24.02,24.02,0.00,19.62,100.0%,81.7%,100.0%,81.7%,84%,0
14호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 8,580 ", - ," 8,580 ",16.67,16.43,0.25,13.82,100.0%,84.1%,98.5%,82.9%,84%,0
15호기 - MEW 150T,KEV2 DRIVE 14.5Ω(9144060111)," 9,600 ", - ," 9,600 ",20.66,19.06,1.59,16.00,100.0%,83.9%,92.3%,77.5%,84%,"*주간 Cav.26 파팅라인 Burr
→ 금형 점검"
16호기 - 원일 120T,LINK OVER MOLD," 8,160 ", - ," 8,160 ",24.00,24.00,0.00,20.40,100.0%,85.0%,100.0%,85.0%,86%,0
19호기 - JSW 100T,KEV BOBBIN ASS'Y," 24,200 ", - ," 24,200 ",22.33,22.33,0.00,18.82,100.0%,84.3%,100.0%,84.3%,87%,0
20호기 - MEW 150T,KEV BOBBIN ASSY_PPS(9144060689)," 11,200 ", - ," 11,200 ",9.00,9.00,0.00,8.71,100.0%,96.8%,100.0%,96.8%,85%,0
21호기 - 원일 120T,600H M/CORE COVER L.V," 9,115 ", 36 ," 9,151 ",10.00,9.72,0.28,3.48,99.6%,35.8%,97.2%,34.7%,87%,"*야간 원자재 공급 업체 변경 (기존 : 듀링플러스, 변경 :엠제이텍) Try-out
→ 450ea 생산 완료. 생산간 특이사항 없음
*야간 비전검사부 그리퍼 파손
→ 그리퍼 및 실린더 교체
*야간 Cav.57 눌림으로 인한 Burr
→ 다관절로보트 척 이물 누적으로 인한 인서트 위치 이상
→ 1Mold 임시 가동. 금형 점검 요청
*야간 생산간 Cav.57 미성형 다수 발생
→ 작업자 인터뷰 결과 LV생산 진행 시 미성형 및 Burr 다수 발생
→ 해당건 생산 집중 모니터링 후 현상 파악 예정"
22호기 - ARBURG 200T,TAS GEN2.0 HOUSING," 3,180 ", - ," 3,180 ",6.70,6.51,0.20,4.86,100.0%,74.7%,97.1%,72.5%,90%,"*주간 Cav.D 런너 고착, Cav,A~C 제품 뜯김으로 인한 중간판 고착
→ 상측 금형 하차 후 수리"
23호기 - ARBURG 200T,TAS GEN2.0 COVER," 6,210 ", - ," 6,210 ",7.19,7.19,0.00,6.90,100.0%,96.0%,100.0%,96.0%,90%,0
24호기 - 우진 220T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90%,0
25호기 - 우진 220T,MEB5 ESC COVER," 11,160 ", 2 ," 11,162 ",24.01,24.01,0.00,22.63,100.0%,94.3%,100.0%,94.3%,90%,0
26호기 - 우진 220T,601D M/CORE COVER (KBE 1033BK)," 27,400 ", - ," 27,400 ",24.00,23.81,0.18,21.31,100.0%,89.5%,99.2%,88.8%,85%,"*주간 Cav.1, 4, 6 (2회), 7 Gas
→ 해당부 금형 간이 청소 후 가동
*주간 Cav.2 외관 이물
→ 해당부 금형 간이 청소 후 가동"
27호기 - 우진 220T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
28호기 - 우진 150T,iMEB2 BOBBIN OV," 9,300 ", - ," 9,300 ",11.33,9.34,1.99,7.75,100.0%,83.0%,82.4%,68.4%,87%,"*주간 인서트로보트 그리퍼 척 감지 센서 커넥터부 단선
→ 인서트로보트 핀 취출 위치, 그리퍼 척 지그 위치 조정
*주간 Cav.3, 4 상측 금형 수지 고착
→ 코어 탈거 후 고착 수지 제거 및 청소
*주간 Cav.7, 8 핀 누락
→ 인서트로보트 핀 인서트 위치 조정"
29호기 - 우진 150T,SP2 PE 수밀 커버, 240 , - , 240 ,2.34,1.80,0.53,1.80,100.0%,99.8%,77.3%,77.1%,90%,0
30호기 - 우진 150T,iMEB2 BOBBIN IV," 14,000 ", - ," 14,000 ",12.25,11.68,0.57,11.67,100.0%,99.9%,95.3%,95.2%,87%,0
32호기 - ARBURG 100T,MEB5 BOBBIN OV," 18,008 ", 17 ," 18,025 ",12.00,12.00,0.00,9.51,99.9%,79.3%,100.0%,79.2%,85%,0
33호기 - ARBURG 100T,MEB5 BOBBIN IV," 34,492 ", 51 ," 34,543 ",24.00,23.19,0.81,18.23,99.9%,78.6%,96.6%,75.9%,85%,"*야간 인서트로보트 척 개폐 신호선 단선
→ 단선부 재연결"
35호기 - ARBURG 100T (자동),#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90%,0
36호기 - ZHAFIR 120T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
37호기 - ARBURG 100T (자동),MEB5 BOBBIN IV," 14,000 ", 11 ," 14,011 ",7.71,7.53,0.18,7.40,99.9%,98.2%,97.7%,95.9%,85%,0
38호기 - ARBURG 100T (자동),ETC BRUSH HOLDER," 5,728 ", - ," 5,728 ",10.74,9.93,0.81,9.87,100.0%,99.3%,92.5%,91.9%,90%,0
39호기 - ZHAFIR 120T,Theta3 AIM Nipple PCSV," 4,323 ", - ," 4,323 ",10.81,10.68,0.12,10.33,100.0%,96.7%,98.9%,95.6%,90%,0
40호기 - ARBURG 200T (자동),#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
41호기 - 우진 220T (자동),KEV2 COVER 10.5 GL3 (9144060669)," 13,344 ", - ," 13,344 ",26.02,26.02,0.00,24.84,100.0%,95.4%,100.0%,95.4%,87%,0
42호기 - 우진 220T (자동),KEV3 COVER QC_P (9144060696)," 10,050 ", - ," 10,050 ",24.00,24.00,0.00,22.33,100.0%,93.1%,100.0%,93.1%,87%,0
43호기 - ARBURG 200T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,"*야간 시업 중 제품 Burr
→ 설비 정지. 금형 하차 후 수리 요청"
44호기 - 우진 220T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
45호기 - 우진 220T,KEV1 COVER 5.0 (9044060001)," 14,236 ", - ," 14,236 ",17.83,17.83,0.00,17.16,100.0%,96.3%,100.0%,96.3%,85%,0
46호기 - MEW 250T,SRR 40 HOUSING ASSY FR(N00.335-04)," 1,053 ", - ," 1,053 ",7.53,5.15,2.38,5.15,100.0%,100.0%,68.4%,68.4%,84%,"*주간 연속생산 중 융착기 리크검사부 무언 정지
→ PROCESS METER 작동 불량
→ 스페어 부족. 43호기 융착 설비 부품 탈거 후 임시 적용
→ 압력 레귤레이더 작동 확인. PROCESS METER 작동 불가
→ 지속 NG 발생으로 설비 정지. 스페어 구매 및 점검 요청"
47호기 - ARBURG 200T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,75%,"*주간 설비변경 관련 개조 업체 내방
1. 코어분리 이송 컨베이어 구동부/투입부 베어링 교체
2. S/P 그리퍼 센서 오동작 수정
3. 코어 분리 유닛 동작 지연시간 조정 및 관련 PLC 수정
4. 코어 분리 유닛 안착 시 후면 고정용 가이드 제작 후 설치 에정"
48호기 - 원일 200T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
49호기 - ARBURG 300T,iMEB2.1 ECU HOUSING (필터융착)," 3,340 ", 17 ," 3,357 ",23.89,23.69,0.20,22.38,99.5%,94.5%,99.2%,93.2%,84%,0
50호기 - 원일 200T,MEB5 ESCi HOUSING (S)," 3,737 ", 27 ," 3,764 ",22.28,21.52,0.76,21.43,99.3%,99.6%,96.6%,95.5%,87%,"*야간 완제품 코어 분리부 실린더 전진 이상
→ 실린더 센서 점검"
51호기 - ARBURG 200T,MEB5 HOUSING ESC (S)," 3,153 ", 4 ," 3,157 ",19.42,19.21,0.21,18.42,99.9%,95.8%,98.9%,94.7%,87%,0
52호기 - ARBURG 160T,IDB HOUSING MOLD," 1,921 ", - ," 1,921 ",20.67,20.08,0.59,18.14,100.0%,90.4%,97.2%,87.8%,85%,0
53호기 - 재피어 450T,iMEB3 ECU HOUSING_STD(기본형) (필터융착), 146 , - , 146 ,2.31,1.26,1.05,1.26,100.0%,99.5%,54.6%,54.4%,85%,"*주간 기본형 기종교체
→ 보빈 삽입부 사각홀 축소 수정 후 Set-up
→ 공정검사실 보빈삽입부 검증 진행중
*주간 가동간 비전 알람(부쉬부 및 코어부) 다수 발생 (가성)
→ 비전 카메라 촬영 후 매칭 진행 (10회). 지속 발생으로 효율 저하
→ 비전 카메라 미세 흔들림 추정되어 금형 형개 속도 조정. 모니터링"
56호기 - MEW 250T,IDB GEN2 H/G_MIRRORED (필터융착), 277 , - , 277 ,7.00,4.17,2.83,2.92,100.0%,70.1%,59.6%,41.8%,85%,"*야간 더미핀 인서트 미흡으로 인한 비전 알람
→ 다관절로보트 인서트 위치 미세 조정. 지속 발생으로 조치시간 증대
*야간 2.8P/P 인서트 미흡으로 인한 휨
→ 카세트코어에 핀 자유낙하시 삽입 불량. 코어 내 칩이물 누적 추정
→ 해당 현상으로 코어 금형 내 인서트 후 형폐 시 코어 파손 발생 우려
*야간 융착 리크 불량 (가성)
→ 재작업 시 양품 판정. 해당 현상 원인 파악 필요"
,,,,,,,,,,,,,,
,,,,,,,,,,,금일 효율,85.7%,,
,,,,,,,,,,,당월 효율,85.9%,,
