설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
06호기 - 원일 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
08호기 - 원일 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,85.0%,
09호기 - 원일 150T,후륜8속 M3 PREMOLD ASS'Y," 3,200 ", - ," 3,200 ",16.6,16.4,0.3,13.8,100.0%,84.2%,98.5%,82.9%,83.0%,
10호기 - 원일 100T,LINK OVERMOLD (N)," 7,400 ", - ," 7,400 ",21.0,20.7,0.3,18.5,100.0%,89.4%,98.6%,88.1%,85.0%,
11호기 - 원일 100T,R-TAS GEN 3.0 CONNECTOR," 2,700 ", - ," 2,700 ",7.7,7.4,0.3,7.4,100.0%,100.0%,95.5%,95.5%,86.0%,
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 6,748 ", - ," 6,748 ",20.7,20.7,0.0,17.2,100.0%,83.4%,100.0%,83.4%,83.0%,
13호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 6,116 ", 1 ," 6,117 ",12.0,12.0,0.0,9.9,100.0%,82.0%,100.0%,82.0%,84.0%,
14호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 11,220 ", 28 ," 11,248 ",22.4,22.1,0.3,18.1,99.8%,82.1%,98.8%,80.9%,84.0%,
15호기 - MEW 150T,KEV2 DRIVE 14.5Ω(9144060111)," 4,320 ", 8 ," 4,328 ",12.4,10.0,2.5,7.2,99.8%,72.5%,80.1%,57.9%,84.0%,"*주간 Cav.21, 22 제품 파팅 Burr. 금형 점검"
16호기 - 원일 120T,LINK OVERMOLD (N)," 6,390 ", - ," 6,390 ",16.7,16.6,0.1,16.0,100.0%,96.2%,99.4%,95.7%,86.0%,
