설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
36호기 - ZHAFIR 120T,600C 1차 SPOOL (KOPLA)," 20,000 ", - ," 20,000 ",23.5,23.1,0.3,19.4,100.0%,84.1%,98.5%,82.8%,87.0%,"*주간 에젝터 미후퇴
→ 에젝터 리미트스위치 노후 확인. 스위치 교체"
37호기 - ARBURG 100T (자동),MEB5 BOBBIN IV," 27,008 ", 11 ," 27,019 ",14.8,14.8,0.0,14.3,100.0%,96.3%,100.0%,96.2%,85.0%,
38호기 - ARBURG 100T (자동),#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,90.0%,
39호기 - ZHAFIR 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,90.0%,
40호기 - ARBURG 200T (자동),KEV3 COVER 5.0 LN QC (9144060573)," 4,030 ", - ," 4,030 ",10.0,9.0,1.0,8.0,100.0%,88.1%,90.4%,79.6%,87.0%,"*야간 Cav.8 니플부 찍힘
→ 설비 정지. 금형 하차 후 점검 요청"
41호기 - 우진 220T (자동),KEV2 COVER 10.5 GL3 (9144060669)," 7,820 ", - ," 7,820 ",14.3,14.2,0.1,14.1,100.0%,99.4%,99.3%,98.7%,87.0%,
42호기 - 우진 220T (자동),KEV3 COVER QC_P (9144060696)," 9,790 ", - ," 9,790 ",24.0,24.0,0.0,21.8,100.0%,90.6%,100.0%,90.6%,87.0%,
43호기 - ARBURG 200T,ADAPTOR AIRTUBE, 300 , 10 , 310 ,8.4,8.0,0.4,6.0,96.8%,75.0%,95.8%,69.5%,87.0%,
44호기 - 우진 220T,IDB COVER ASS'Y," 1,463 ", - ," 1,463 ",8.0,7.7,0.3,6.9,100.0%,89.7%,95.8%,85.9%,87.0%,
45호기 - 우진 220T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,85.0%,
46호기 - MEW 250T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,84.0%,
47호기 - ARBURG 200T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,75.0%,
48호기 - 원일 200T,MEB5 ESCi HOUSING (S)," 2,558 ", 4 ," 2,562 ",15.9,15.0,0.9,14.9,99.8%,99.7%,94.5%,94.1%,87.0%,
49호기 - ARBURG 300T,iMEB2 ECU HOUSING (필터융착)," 2,670 ", 9 ," 2,679 ",20.7,19.8,0.9,17.9,99.7%,90.0%,95.7%,85.8%,84.0%,"*주간 630P/P 파손 이물 상측 코어 고착 발생
→ 코어 Cav.6 확인. 간이 청소 후 동증상 지속 발생. 코어 라인 제외
*야간 *야간 부쉬 이스케이프부 간헐적 걸림. 임시 조치 중"
50호기 - 원일 200T,MEB5 ESCi HOUSING (S)," 2,894 ", - ," 2,894 ",24.0,20.2,3.7,16.5,100.0%,81.4%,84.5%,68.8%,87.0%,"*주간 630P/P 누락 다수 발생
→ 인서트 위치 재조정
'*주간 금형 위치 센서, 금형 센서 보상 알람 [1]
→ 포텐션 메타 고정볼트 이탈 확인. 재체결 후 가동
*주간 금형 위치 센서, 금형 센서 보상 알람 [2]
→ 턴테이블 형폐시 위치 이탈로 인한 간섭 확인
→ 상측 테이블 기준으로 하측 테이블 위치 재셋팅
→ 다관절로보트 인서트 위치 재셋팅 후 가동. 모니터링
*주간 제품 반출 유닛 후진 센서 알람
→ 센서선 단선 확인. 재연결
*주간 Cav.3 핀 코어 푸셔 하강 알람 다수 발셍
→ 인서트 위치 재셋팅"
51호기 - ARBURG 200T,MEB5 HOUSING ESC (S)," 3,036 ", - ," 3,036 ",19.4,18.8,0.6,17.7,100.0%,94.2%,96.8%,91.2%,87.0%,
52호기 - ARBURG 160T,IDB HOUSING MOLD," 2,060 ", 2 ," 2,062 ",20.7,20.5,0.2,19.5,99.9%,94.9%,99.2%,94.1%,85.0%,
53호기 - 재피어 450T,iMEB3 ECU HOUSING_STD(기본형) (필터융착), 724 , 11 , 735 ,18.0,6.6,11.4,6.3,98.5%,95.7%,36.7%,34.6%,85.0%,"*작일 야간 Cav.1 커넥터부 가스 다수 발생 (44ea)
→ 주간 하측 금형 하차 후 점검
→ 코팅면 전체 랩핑 및 세척 (금형보전팀)
→ 슬라이드 바닥부 가스벤트 추가 (금형보전팀)
*주간 금형 중간판 인장링크 2개소 파손
→ 금형 상차간 인장링크 방향성 셋팅 미흡 (생산팀)
→ 2개소 대각 셋팅후 작동성 점검시 양호. 임시 생산 진행
→ 스페어 2개소 제작 요청
*야간 금형 형개시 핀 코어 분리 현상 다수 발생 (8회)
→ 12월 생산간 지속 발생된 내용으로 개선 미흡 추정
*야간 비전 NG (진성 : 부쉬 위치 이상)
→ 금형 내 부쉬 인서트 미흡 확인. 인서트 위치 조정
*야간 가동중 버스바코어 금형 내 인서트 중 핀 #2 누락 다수 발생
→ 설비 누락 검출 미흡"
,,,,,,,,,,,,,,
,,,,,,,,,,,,81.9%,,
