설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
06호기 - 원일 150T,GEN4 EXHAUST LH," 1,541 ", 1 ," 1,542 ",9.076,8.142,0.934,8.138,99.9%,100.0%,89.7%,89.6%,87%,0
08호기 - 원일 120T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
09호기 - 원일 150T,후륜8속 M3 PREMOLD ASS'Y," 1,200 ", - ," 1,200 ",5.319,5.319,0,5.167,100.0%,97.1%,100.0%,97.1%,83%,0
10호기 - 원일 100T,ROTOR OS SLEEVE," 3,120 ", - ," 3,120 ",8.329,6.058,2.271,5.2,100.0%,85.8%,72.7%,62.4%,85%,"*야간 금형 호스 파손으로 인한 누수. 호스 교체
*야간 하트컨트롤러 #2 온도 튐 현상 재발생 (3/31 동증상 이력)
→ 생산팀 카트리지 및 중계선 점검. 생산간 모니터링"
11호기 - 원일 100T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86%,0
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 2,080 ", - ," 2,080 ",7.309,7.032,0.277,5.316,100.0%,75.6%,96.2%,72.7%,83%,"*주간 런너 취출 로보트 취출 미스 다수 발생
→ 취출 위치 재조정. 알람 횟수 증가로 인한 조치시간 증대"
13호기 - MEW 150T,KEV3 DRIVE_P 20.5Ω(9144060693)," 8,280 ", - ," 8,280 ",15.674,15.674,0,13.34,100.0%,85.1%,100.0%,85.1%,84%,0
14호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 6,060 ", - ," 6,060 ",12.011,12.011,0,9.763,100.0%,81.3%,100.0%,81.3%,84%,0
15호기 - MEW 150T,KEV2 DRIVE 14.5Ω(9144060111)," 3,240 ", - ," 3,240 ",5.629,5.629,0,5.4,100.0%,95.9%,100.0%,95.9%,84%,0
16호기 - 원일 120T,LINK OVER MOLD," 7,160 ", - ," 7,160 ",21,21,0,17.9,100.0%,85.2%,100.0%,85.2%,86%,0
19호기 - JSW 100T,KEV BOBBIN ASS'Y," 20,800 ", 5 ," 20,805 ",21.002,20.517,0.485,16.182,100.0%,78.9%,97.7%,77.0%,87%,0
20호기 - MEW 150T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
21호기 - 원일 120T,600H M/CORE COVER H.V," 17,280 ", 6 ," 17,286 ",12.33,6.649,5.681,6.578,100.0%,98.9%,53.9%,53.3%,87%,"*주간 비전 검사 투입부 좁힘 동작시 위치 이상
→ 샤프트 청소 및 윤활 작업, 에어 압력 조정
*주간 자재 이송 트랜스퍼 배열판 자재 안착 후 후퇴 중 간섭
→ 설비보전팀 점검. 배열판 후퇴 Z축 위치 조정 불가
→ 그리퍼 상, 하 각도 조절
*주간 비전부 배열 지그 미작동 및 조그 원점 이동 불가
→ 서보 Off 현상 발생. 설비보전팀 점검 후 재부팅. 가동 확인
*야간 원자재 공급부 푸셔 동작 이상. 작동성 점검
*야간 비전 검사부 그리퍼 작동 이상. 센서 및 작동성 점검
*야간 비전 검사부 폭조절 스토퍼 작동 이상. 위치 재조정"
22호기 - ARBURG 200T,TAS GEN2.0 HOUSING," 5,160 ", - ," 5,160 ",8.416,8.13,0.286,7.883,100.0%,97.0%,96.6%,93.7%,90%,0
23호기 - ARBURG 200T,TAS GEN2.0 COVER," 5,940 ", - ," 5,940 ",7.33,7.141,0.189,6.6,100.0%,92.4%,97.4%,90.0%,90%,0
24호기 - 우진 220T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90%,0
25호기 - 우진 220T,MEB5 ESC COVER," 6,880 ", 15 ," 6,895 ",17.637,17.637,0,13.982,99.8%,79.3%,100.0%,79.1%,90%,0
26호기 - 우진 220T,601D M/CORE COVER (KBE 1033BK)," 22,000 ", - ," 22,000 ",20.998,20.998,0,17.111,100.0%,81.5%,100.0%,81.5%,85%,0
27호기 - 우진 220T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
28호기 - 우진 150T,iMEB2 BOBBIN HSV," 7,200 ", - ," 7,200 ",6.611,6.611,0,6,100.0%,90.8%,100.0%,90.8%,87%,0
29호기 - 우진 150T,SP2 PE 수밀 커버, 779 , - , 779 ,7.306,6.73,0.576,5.843,100.0%,86.8%,92.1%,80.0%,90%,*주간 연속생산 중 에젝터 후진 이상 다수 발생. 금형 점검
30호기 - 우진 150T,iMEB2 BOBBIN IV," 23,000 ", - ," 23,000 ",21,20.804,0.196,19.166,100.0%,92.1%,99.1%,91.3%,87%,0
32호기 - ARBURG 100T,MEB5 BOBBIN OV," 31,108 ", 21 ," 31,129 ",20.997,20.816,0.181,16.429,99.9%,78.9%,99.1%,78.2%,85%,0
33호기 - ARBURG 100T,MEB5 BOBBIN IV," 31,200 ", 53 ," 31,253 ",20.997,20.997,0,16.495,99.8%,78.6%,100.0%,78.4%,85%,*야간 직진피더부 핀 공급 지연. LF 실린더 위치 조정
35호기 - ARBURG 100T (자동),#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90%,0
