설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
06호기 - 원일 150T,GEN4 EXHAUST LH," 1,153 ", - ," 1,153 ",8.33,6.88,1.45,6.09,100.0%,88.5%,82.6%,73.1%,87%,*야간 시업전 Coil ass'y 확보 후 가동
08호기 - 원일 120T,GEN4 EXHAUST RH," 1,129 ", 3 ," 1,132 ",6.55,5.98,0.58,5.97,99.7%,100.0%,91.2%,91.0%,85%,*주간 가동간 Coil ass'y 공급 부족. 확보 후 가동 (3회)
09호기 - 원일 150T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,83%,0
10호기 - 원일 100T,ROTOR OS SLEEVE," 6,600 ", - ," 6,600 ",13.63,12.91,0.72,12.87,100.0%,99.7%,94.7%,94.4%,85%,0
11호기 - 원일 100T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86%,0
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 6,532 ", - ," 6,532 ",19.34,18.24,1.11,16.69,100.0%,91.5%,94.3%,86.3%,83%,*야간 가동중 Box 소진으로 생산 불가. 설비 정지
13호기 - MEW 150T,KEV3 DRIVE_P 20.5Ω(9144060693)," 10,252 ", 4 ," 10,256 ",19.34,19.10,0.24,16.52,100.0%,86.5%,98.8%,85.4%,84%,0
14호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 12,480 ", 4 ," 12,484 ",24.02,23.87,0.15,20.11,100.0%,84.2%,99.4%,83.7%,84%,0
15호기 - MEW 150T,KEV1 DRIVE 20.5Ω(9144060009)," 8,280 ", - ," 8,280 ",16.66,16.43,0.23,13.80,100.0%,84.0%,98.6%,82.8%,84%,0
16호기 - 원일 120T,LINK OVER MOLD," 7,720 ", 2 ," 7,722 ",22.33,21.90,0.44,19.31,100.0%,88.2%,98.1%,86.4%,86%,0
19호기 - JSW 100T,KEV BOBBIN ASS'Y," 24,600 ", - ," 24,600 ",22.33,22.02,0.32,19.13,100.0%,86.9%,98.6%,85.7%,87%,0
20호기 - MEW 150T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
21호기 - 원일 120T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
22호기 - ARBURG 200T,TAS GEN2.0 HOUSING," 4,040 ", - ," 4,040 ",6.79,6.42,0.36,6.17,100.0%,96.1%,94.7%,90.9%,90%,0
23호기 - ARBURG 200T,TAS GEN2.0 GEAR COVER," 9,090 ", - ," 9,090 ",10.56,10.10,0.46,10.10,100.0%,100.0%,95.7%,95.6%,90%,0
24호기 - 우진 220T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90%,0
25호기 - 우진 220T,MEB5 ESC COVER," 9,360 ", 10 ," 9,370 ",22.34,21.99,0.35,19.00,99.9%,86.4%,98.4%,85.0%,90%,0
26호기 - 우진 220T,405BY 외부 CASE (KOPLA)," 1,900 ", - ," 1,900 ",17.33,17.11,0.22,15.31,100.0%,89.4%,98.7%,88.3%,85%,*주간 Cav.3 조립부 방향 외측 스크래치. 금형보전팀 금형 점검
27호기 - 우진 220T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
28호기 - 우진 150T,iMEB2 BOBBIN OV," 18,100 ", - ," 18,100 ",15.79,15.11,0.68,15.08,100.0%,99.8%,95.7%,95.6%,87%,"*야간 Cav.7, 8 금형 내 핀 인서트 이상. 로보트 인서트 위치 조정"
29호기 - 우진 150T,SP2 PE 수밀 커버," 1,218 ", - ," 1,218 ",10.30,10.02,0.28,9.14,100.0%,91.2%,97.3%,88.7%,90%,0
30호기 - 우진 150T,iMEB2 BOBBIN IV," 30,000 ", - ," 30,000 ",26.10,25.95,0.15,25.00,100.0%,96.3%,99.4%,95.8%,87%,0
32호기 - ARBURG 100T,MEB5 BOBBIN OV," 38,000 ", 33 ," 38,033 ",24.00,23.77,0.23,20.07,99.9%,84.5%,99.0%,83.6%,85%,*야간 공급부 배열판 핀 인서트 불량. 배열판 청소
33호기 - ARBURG 100T,MEB5 BOBBIN IV," 25,000 ", 51 ," 25,051 ",24.00,21.95,2.05,13.22,99.8%,60.2%,91.5%,55.0%,85%,"*주간 핀 누락 및 단차
→ 인서트 로보트 전 Cav. 전구간 포인트 재셋팅
*야간 이송부 핀 픽업 불량. 포인트 재조정
*야간 배열판 핀 인서트 불량
→ 직교로보트 핀 픽업 및 인서트 포인트 재셋팅
*야간 인서트로보트 핀 픽업 및 인서트 이상., 포인트 재조정"
35호기 - ARBURG 100T (자동),TAS GEN2.0 PIN BLOCK MOLD," 59,000 ", - ," 59,000 ",24.00,23.24,0.76,19.67,100.0%,84.6%,96.8%,81.9%,90%,0
36호기 - ZHAFIR 120T,600C 1차 SPOOL (KOPLA)," 5,536 ", - ," 5,536 ",5.81,5.38,0.43,5.38,100.0%,100.0%,92.7%,92.6%,87%,*주간 Cav.15 제품 런너 분리부 Burr. 금형 하차 후 수리
37호기 - ARBURG 100T (자동),MEB5 BOBBIN IV," 16,000 ", 10 ," 16,010 ",8.94,8.45,0.49,8.45,99.9%,100.0%,94.5%,94.5%,85%,0
38호기 - ARBURG 100T (자동),KEV2 10.5 GL3 LID (9144060668)," 8,000 ", - ," 8,000 ",11.99,11.67,0.33,11.33,100.0%,97.1%,97.3%,94.5%,90%,0
39호기 - ZHAFIR 120T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90%,0
40호기 - ARBURG 200T (자동),KEV3 COVER QC_P (9144060696)," 10,700 ", - ," 10,700 ",24.80,24.63,0.17,23.78,100.0%,96.5%,99.3%,95.9%,87%,0
41호기 - 우진 220T (자동),KEV2 COVER 10.5 GL3 (9144060669)," 12,320 ", - ," 12,320 ",24.02,23.57,0.45,22.93,100.0%,97.3%,98.1%,95.5%,87%,0
42호기 - 우진 220T (자동),KEV1 COVER 3.5 (9144060220)," 12,500 ", - ," 12,500 ",22.70,22.46,0.25,21.79,100.0%,97.0%,98.9%,96.0%,87%,0
43호기 - ARBURG 200T,ADAPTOR AIRTUBE, 285 , 8 , 293 ,8.40,8.11,0.28,5.70,97.3%,70.2%,96.6%,66.0%,87%,"*야간 작업자 전환 배치(이승우 작업자)로 인한 효율 저하
→ 해당 설비 수동 설비로 작업자 숙련도에 따른 효율 증감 발생"
44호기 - 우진 220T,IDB COVER ASS'Y," 3,509 ", - ," 3,509 ",17.19,16.70,0.49,16.47,100.0%,98.6%,97.1%,95.8%,87%,0
45호기 - 우진 220T,MGH60 ESC HOUSING, 360 , - , 360 ,8.30,8.14,0.15,6.55,100.0%,80.4%,98.1%,78.9%,85%,0
46호기 - MEW 250T,SRR 30 HOUSING ASSY (SLAVE)," 3,849 ", 6 ," 3,855 ",15.50,14.22,1.28,12.64,99.8%,88.9%,91.7%,81.4%,84%,0
47호기 - ARBURG 200T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,75%,0
48호기 - 원일 200T,MEB5 ESCi HOUSING (S)," 2,785 ", 3 ," 2,788 ",16.96,16.72,0.24,16.26,99.9%,97.3%,98.6%,95.8%,87%,*야간 S/P 누락. 직교로보트 픽업 및 인서트 위치 조정
49호기 - ARBURG 300T,iMEB2.1 ECU HOUSING (필터융착)," 3,005 ", 4 ," 3,009 ",24.09,23.65,0.45,20.06,99.9%,84.8%,98.1%,83.1%,84%,"*주간 연속생산 중 금형보호 및 로보트 비상정지 알람
→ 상측 런너 눌림. 런너 제거, 설비 재부팅, 로보트 원점, 승온 후 가동
*야간 S/P 누락. 직교로보트 픽업 및 인서트 위치 조정"
50호기 - 원일 200T,MEB5 ESCi HOUSING (S)," 3,191 ", 10 ," 3,201 ",22.96,20.73,2.23,18.23,99.7%,87.9%,90.3%,79.1%,87%,"*주간 S/P 누락 및 칩이물 [1]. 직교로보트 위치 조정
*주간 다관절로보트 코어 푸셔 하강 센서 이상 알람
→ 금형 내 코어 인서트 불량 및 코어 스크래치 확인
→ 인서트 위치 조정, 코어 랩핑
'*주간 수지 공급부 호스 연결부 파손. 호스 교체
*야간 S/P 누락 및 칩이물 [2]. 직교로보트 위치 조정"
