설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
06호기 - 원일 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
08호기 - 원일 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,85.0%,
09호기 - 원일 150T,후륜8속 M3 PREMOLD ASS'Y," 1,540 ", - ," 1,540 ",8.3,8.3,0.0,6.6,100.0%,79.8%,100.0%,79.8%,83.0%,*야간 요크부 수지 막힘으로 인한 게량 이상. 탄화 수지 제거
10호기 - 원일 100T,ROTOR OS SLEEVE," 8,280 ", - ," 8,280 ",16.7,16.3,0.4,13.8,100.0%,84.7%,97.8%,82.8%,85.0%,
11호기 - 원일 100T,R-TAS GEN 3.0 CONNECTOR," 5,200 ", - ," 5,200 ",14.9,14.6,0.3,14.2,100.0%,97.0%,97.8%,94.9%,86.0%,
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 7,284 ", - ," 7,284 ",22.4,22.2,0.1,18.6,100.0%,83.8%,99.3%,83.3%,83.0%,
13호기 - MEW 150T,KEV3 DRIVE_P 20.5Ω(9144060693)," 12,240 ", - ," 12,240 ",24.0,24.0,0.0,19.7,100.0%,82.1%,100.0%,82.1%,84.0%,
14호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 5,160 ", 16 ," 5,176 ",10.3,10.3,0.0,8.3,99.7%,80.7%,100.0%,80.4%,84.0%,
15호기 - MEW 150T,KEV2 DRIVE 14.5Ω(9144060111)," 5,580 ", - ," 5,580 ",9.8,9.5,0.3,9.3,100.0%,97.4%,97.4%,94.9%,84.0%,
16호기 - 원일 120T,LINK OVERMOLD (N)," 7,588 ", - ," 7,588 ",22.3,22.3,0.0,19.0,100.0%,85.0%,100.0%,85.0%,86.0%,
