설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,GEN4 INTAKE LH," 3,126 ", 4 ," 3,130 ",17.852,16.54,1.312,16.519,99.9%,99.9%,92.7%,92.4%,87%,*주간 Coil ass'y 확보 후 가동
06호기 - 원일 150T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
08호기 - 원일 120T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
09호기 - 원일 150T,후륜8속 M3 PREMOLD ASS'Y," 3,400 ", - ," 3,400 ",16.624,16.624,0,14.639,100.0%,88.1%,100.0%,88.1%,83%,0
10호기 - 원일 100T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
11호기 - 원일 100T,R-TAS GEN 3.0 CONNECTOR," 2,900 ", - ," 2,900 ",8.357,7.957,0.4,7.894,100.0%,99.2%,95.2%,94.5%,86%,0
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 1,540 ", - ," 1,540 ",4.6,4.295,0.305,3.936,100.0%,91.6%,93.4%,85.6%,83%,0
13호기 - MEW 150T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,84%,0
14호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 7,020 ", - ," 7,020 ",12.337,12.337,0,11.31,100.0%,91.7%,100.0%,91.7%,84%,0
15호기 - MEW 150T,KEV2 DRIVE 14.5Ω(9144060111)," 12,300 ", - ," 12,300 ",24.85,24.748,0.102,20.5,100.0%,82.8%,99.6%,82.5%,84%,0
16호기 - 원일 120T,LINK OVER MOLD," 3,520 ", - ," 3,520 ",12,12,0,8.8,100.0%,73.3%,100.0%,73.3%,86%,0
19호기 - JSW 100T,KEV BOBBIN ASS'Y," 24,808 ", - ," 24,808 ",22.334,22.245,0.089,19.295,100.0%,86.7%,99.6%,86.4%,87%,0
20호기 - MEW 150T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
