설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,GEN4 INTAKE RH, 604 , - , 604 ,4.6,3.2,1.4,3.2,100.0%,100.0%,69.2%,69.2%,87.0%,
06호기 - 원일 150T,GEN4 EXHAUST LH, 543 , 1 , 544 ,4.0,3.6,0.4,2.9,99.8%,79.0%,90.9%,71.7%,87.0%,
08호기 - 원일 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,85.0%,
09호기 - 원일 150T,후륜8속 M3 PREMOLD ASS'Y," 1,500 ", - ," 1,500 ",8.3,8.3,0.0,6.5,100.0%,77.7%,100.0%,77.7%,83.0%,
10호기 - 원일 100T,ROTOR OS SLEEVE," 4,080 ", - ," 4,080 ",8.3,8.2,0.2,6.8,100.0%,83.3%,98.0%,81.6%,85.0%,
11호기 - 원일 100T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,86.0%,
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 6,324 ", 2 ," 6,326 ",17.0,17.0,0.0,16.2,100.0%,95.0%,100.0%,95.0%,83.0%,
13호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 5,100 ", - ," 5,100 ",12.0,12.0,0.0,8.2,100.0%,68.4%,100.0%,68.4%,84.0%,
14호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 10,140 ", 20 ," 10,160 ",21.0,17.8,3.2,16.4,99.8%,91.8%,84.8%,77.7%,84.0%,
15호기 - MEW 150T,KEV1 DRIVE 20.5Ω(9144060009)," 6,120 ", - ," 6,120 ",12.4,12.1,0.3,10.2,100.0%,84.5%,97.2%,82.1%,84.0%,
16호기 - 원일 120T,LINK OVER MOLD," 7,620 ", - ," 7,620 ",22.0,22.0,0.0,19.1,100.0%,86.6%,100.0%,86.6%,86.0%,
19호기 - JSW 100T,KEV BOBBIN ASS'Y," 26,800 ", - ," 26,800 ",24.0,23.8,0.2,20.8,100.0%,87.6%,99.1%,86.8%,87.0%,
20호기 - MEW 150T,KEV BOBBIN ASSY_PPS(9144060689)," 12,400 ", - ," 12,400 ",10.0,9.8,0.2,9.6,100.0%,98.2%,98.2%,96.4%,85.0%,
21호기 - 원일 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
