설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,GEN4 INTAKE RH," 1,223 ", 1 ," 1,224 ",8.0,6.7,1.3,6.5,99.9%,96.4%,83.8%,80.7%,87.0%,*주간 Coil ass'y 확보 후 가동
06호기 - 원일 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
08호기 - 원일 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,85.0%,
09호기 - 원일 150T,후륜8속 M3 PREMOLD ASS'Y," 1,540 ", - ," 1,540 ",8.3,8.3,0.0,6.6,100.0%,79.8%,100.0%,79.8%,83.0%,
10호기 - 원일 100T,LINK OVERMOLD (N)," 7,860 ", - ," 7,860 ",23.5,23.5,0.0,19.7,100.0%,83.6%,100.0%,83.6%,85.0%,
11호기 - 원일 100T,R-TAS GEN 3.0 CONNECTOR," 2,800 ", - ," 2,800 ",8.0,7.9,0.2,7.6,100.0%,96.9%,97.9%,94.9%,86.0%,
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 6,528 ", - ," 6,528 ",20.4,20.4,0.0,16.7,100.0%,82.0%,100.0%,82.0%,83.0%,
13호기 - MEW 150T,KEV3 DRIVE 20.5Ω(9144060245)," 11,636 ", 4 ," 11,640 ",23.5,22.5,1.0,18.8,100.0%,83.3%,95.8%,79.7%,84.0%,"*주간 슬라이드코어 스프링 파손
→ 스프링 파손으로 인한 눌림으로 제품 Burr 발생
→ 스프링 교체 후 슬라이드 작동 양호. 외관 양호"
14호기 - MEW 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,84.0%,
15호기 - MEW 150T,KEV2 DRIVE 14.5Ω(9144060111)," 10,016 ", 24 ," 10,040 ",21.8,21.8,0.0,16.7,99.8%,76.7%,100.0%,76.5%,84.0%,
16호기 - 원일 120T,LINK OVERMOLD (N)," 5,440 ", - ," 5,440 ",16.0,15.8,0.2,13.6,100.0%,85.9%,99.0%,85.0%,86.0%,
19호기 - JSW 100T,KEV BOBBIN ASS'Y," 17,508 ", - ," 17,508 ",18.9,13.6,5.2,13.6,100.0%,100.0%,72.2%,72.2%,87.0%,"*주간 로보트 에어호스 노후로 인한 천공. 생산팀 재포설
*주간 핀 압입 불량으로 인한 단차
→ 핀 이송 그리퍼 내부 실린더 간섭으로 인한 1개소 잡기 불량 확인
→ 설비보전팀 그리퍼 분해 후 실린 간섭부 제거 후 청소"
