설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,GEN4 INTAKE LH," 1,541 ", 3 ," 1,544 ",8.706,8.151,0.555,8.149,99.8%,100.0%,93.6%,93.4%,87%,0
06호기 - 원일 150T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
08호기 - 원일 120T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
09호기 - 원일 150T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,83%,0
10호기 - 원일 100T,ROTOR OS SLEEVE," 4,800 ", - ," 4,800 ",8.859,8.001,0.858,8,100.0%,100.0%,90.3%,90.3%,85%,0
11호기 - 원일 100T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86%,0
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 2,924 ", - ," 2,924 ",10.342,9.388,0.954,7.472,100.0%,79.6%,90.8%,72.2%,83%,"*야간 Cav.3, 4 슬라이드 습동 이상. 슬라이드 탈거 후 점검
*야간 런너 취출 로보트 취출 미스. 위치 재조정"
13호기 - MEW 150T,KEV3 DRIVE_P 20.5Ω(9144060693)," 8,304 ", 12 ," 8,316 ",15.715,13.409,2.306,13.398,99.9%,99.9%,85.3%,85.1%,84%,0
14호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 12,000 ", 1 ," 12,001 ",24.023,22.87,1.153,19.335,100.0%,84.5%,95.2%,80.5%,84%,"*주간 메인 슬라이드코어 습동 불량
→ Cav.30, 32 메인 슬라이드코어 바닥부 가지리 확인
→ 슬라이드 탈거 후 금형보전팀 점검
*야간 상측 고정 핀 파손. 고정핀 교체"
15호기 - MEW 150T,KEV1 DRIVE 20.5Ω(9144060009)," 4,080 ", - ," 4,080 ",8.329,8.118,0.211,6.8,100.0%,83.8%,97.5%,81.6%,84%,0
16호기 - 원일 120T,LINK OVER MOLD," 4,100 ", - ," 4,100 ",12,11.448,0.552,10.25,100.0%,89.5%,95.4%,85.4%,86%,0
19호기 - JSW 100T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
20호기 - MEW 150T,KEV BOBBIN ASSY_PPS(9144060689)," 11,400 ", - ," 11,400 ",12.002,11.775,0.227,8.867,100.0%,75.3%,98.1%,73.9%,85%,0
21호기 - 원일 120T,600H M/CORE COVER H.V," 19,671 ", - ," 19,671 ",8,7.832,0.168,7.486,100.0%,95.6%,97.9%,93.6%,87%,0
22호기 - ARBURG 200T,TAS GEN2.0 HOUSING," 3,580 ", - ," 3,580 ",5.824,5.475,0.349,5.469,100.0%,99.9%,94.0%,93.9%,90%,0
23호기 - ARBURG 200T,TAS GEN2.0 GEAR COVER," 12,240 ", - ," 12,240 ",14.53,13.644,0.886,13.6,100.0%,99.7%,93.9%,93.6%,90%,0
24호기 - 우진 220T,700G 1차 SPOOL (KOPLA)," 36,000 ", - ," 36,000 ",23.004,23.004,0,22,100.0%,95.6%,100.0%,95.6%,90%,0
