설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
06호기 - 원일 150T,GEN4 EXHAUST LH," 1,318 ", - ," 1,318 ",8.00,7.59,0.41,6.96,100.0%,91.7%,94.9%,87.0%,87%,0
08호기 - 원일 120T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
09호기 - 원일 150T,후륜8속 M3 PREMOLD ASS'Y," 1,560 ", - ," 1,560 ",7.98,7.98,0.00,6.72,100.0%,84.1%,100.0%,84.1%,83%,0
10호기 - 원일 100T,LINK OVER MOLD," 4,080 ", - ," 4,080 ",12.00,12.00,0.00,10.20,100.0%,85.0%,100.0%,85.0%,85%,0
11호기 - 원일 100T,R-TAS GEN 3.0 CONNECTOR," 5,000 ", - ," 5,000 ",14.22,13.85,0.37,13.61,100.0%,98.3%,97.4%,95.8%,86%,0
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 4,640 ", 3 ," 4,643 ",20.68,14.89,5.79,11.87,99.9%,79.7%,72.0%,57.3%,83%,"*주간 Cav.1, 3, 7 외측 파팅 Burr (Max 0.342)
→ 고객사 부적합 접수. 금형 하차 후 수리
→ 수리 후 셋업 중 Cav1, 7 Burr 수리 미흡. 금형 하차 후 재수리
→ 0.154~0.194 수준으로 양호 확인. 생산 진행"
13호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 10,320 ", - ," 10,320 ",20.68,20.68,0.00,16.63,100.0%,80.4%,100.0%,80.4%,84%,0
14호기 - MEW 150T,KEV3 DRIVE_P 14.5옴 (9144060737)," 12,600 ", - ," 12,600 ",24.02,24.02,0.00,20.30,100.0%,84.5%,100.0%,84.5%,84%,0
15호기 - MEW 150T,KEV2 DRIVE 14.5Ω(9144060111)," 8,340 ", - ," 8,340 ",16.66,16.50,0.16,13.90,100.0%,84.2%,99.1%,83.4%,84%,0
16호기 - 원일 120T,LINK OVER MOLD," 6,920 ", 1 ," 6,921 ",20.33,20.33,0.00,17.30,100.0%,85.1%,100.0%,85.1%,86%,0
19호기 - JSW 100T,KEV BOBBIN ASS'Y," 24,400 ", - ," 24,400 ",22.33,22.07,0.26,18.98,100.0%,86.0%,98.8%,85.0%,87%,0
20호기 - MEW 150T,KEV BOBBIN ASSY_PPS(9144060689)," 12,408 ", - ," 12,408 ",10.20,10.20,0.00,9.65,100.0%,94.6%,100.0%,94.6%,85%,0
21호기 - 원일 120T,600H M/CORE COVER L.V," 16,800 ", 14 ," 16,814 ",8.33,7.70,0.63,6.40,99.9%,83.1%,92.5%,76.8%,87%,"*야간 원자재 분리부 스토퍼 작동 이상
→ 센서 및 스토퍼 위치 조정"
22호기 - ARBURG 200T,TAS GEN2.0 HOUSING," 5,291 ", - ," 5,291 ",8.52,8.17,0.35,8.08,100.0%,99.0%,95.9%,94.9%,90%,0
23호기 - ARBURG 200T,TAS GEN2.0 GEAR COVER," 9,450 ", - ," 9,450 ",11.03,10.83,0.21,10.50,100.0%,97.0%,98.1%,95.2%,90%,0
24호기 - 우진 220T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90%,0
25호기 - 우진 220T,MEB5 ESC COVER," 9,360 ", - ," 9,360 ",20.67,20.54,0.13,18.98,100.0%,92.4%,99.4%,91.8%,90%,0
26호기 - 우진 220T,601D M/CORE COVER (KBE 1033BK)," 27,792 ", - ," 27,792 ",24.00,24.00,0.00,21.62,100.0%,90.1%,100.0%,90.1%,85%,0
27호기 - 우진 220T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
28호기 - 우진 150T,iMEB2 BOBBIN OV," 20,016 ", - ," 20,016 ",17.44,17.06,0.38,16.68,100.0%,97.8%,97.8%,95.7%,87%,0
29호기 - 우진 150T,SP2 PE 수밀 커버," 2,040 ", 9 ," 2,049 ",16.61,16.36,0.25,15.37,99.6%,93.9%,98.5%,92.1%,90%,"*주간 리브 구간 Gas
→ 금형 점검"
30호기 - 우진 150T,iMEB2 BOBBIN WSV," 25,300 ", - ," 25,300 ",22.20,21.72,0.48,21.08,100.0%,97.1%,97.8%,95.0%,87%,0
32호기 - ARBURG 100T,MEB5 BOBBIN OV," 39,500 ", 14 ," 39,514 ",24.00,24.00,0.00,20.86,100.0%,86.9%,100.0%,86.9%,85%,0
33호기 - ARBURG 100T,MEB5 BOBBIN IV," 39,316 ", 28 ," 39,344 ",24.00,24.00,0.00,20.77,99.9%,86.5%,100.0%,86.5%,85%,0
35호기 - ARBURG 100T (자동),iMEB2 FORK PIN COVER," 12,700 ", - ," 12,700 ",12.91,12.62,0.29,12.35,100.0%,97.9%,97.7%,95.7%,90%,0
36호기 - ZHAFIR 120T,600C 1차 SPOOL (KOPLA)," 10,305 ", - ," 10,305 ",11.74,11.60,0.13,10.02,100.0%,86.3%,98.9%,85.4%,87%,0
37호기 - ARBURG 100T (자동),#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
38호기 - ARBURG 100T (자동),ETC BRUSH HOLDER," 10,754 ", - ," 10,754 ",20.68,18.74,1.94,18.52,100.0%,98.9%,90.6%,89.6%,90%,"*주간 인서트로보트 동작 이상
→ 에어호스 천공 확인. 호스 교체 후 작동성 점검"
39호기 - ZHAFIR 120T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90%,0
