설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,GEN4 INTAKE LH," 1,380 ", 6 ," 1,386 ",8.661,7.317,1.344,7.315,99.6%,100.0%,84.5%,84.1%,87%,"*주간 3호기 설비 소음 발생. 필터 교체
*주간 색상 변경 Set-up"
06호기 - 원일 150T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
08호기 - 원일 120T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
09호기 - 원일 150T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,83%,0
10호기 - 원일 100T,ROTOR OS SLEEVE," 5,440 ", - ," 5,440 ",9.729,9.07,0.659,9.067,100.0%,100.0%,93.2%,93.2%,85%,*주간 Cav. 각인 불량. 하측 금형 하차 후 수리
11호기 - 원일 100T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86%,0
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 3,312 ", - ," 3,312 ",10.342,10.342,0,8.464,100.0%,81.8%,100.0%,81.8%,83%,0
13호기 - MEW 150T,KEV3 DRIVE_P 20.5Ω(9144060693)," 9,604 ", - ," 9,604 ",18.272,17.941,0.331,15.473,100.0%,86.2%,98.2%,84.7%,84%,0
14호기 - MEW 150T,KEV3 DRIVE_P 14.5옴 (9144060737)," 11,940 ", - ," 11,940 ",24.022,23.013,1.009,19.237,100.0%,83.6%,95.8%,80.1%,84%,*주간 슬라이드 링크 미복귀. 금형 점검
15호기 - MEW 150T,KEV2 DRIVE 14.5Ω(9144060111)," 7,980 ", - ," 7,980 ",17.25,17.16,0.09,13.3,100.0%,77.5%,99.5%,77.1%,84%,0
16호기 - 원일 120T,LINK OVER MOLD," 8,080 ", - ," 8,080 ",24,23.441,0.559,20.2,100.0%,86.2%,97.7%,84.2%,86%,"*주간 실린도 온도 하한
→ 금형 온도 고온 현상으로 인한 히터 Off. 승온 후 가동"
19호기 - JSW 100T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
20호기 - MEW 150T,KEV BOBBIN ASSY_PPS(9144060689)," 24,600 ", - ," 24,600 ",24.004,24.004,0,19.133,100.0%,79.7%,100.0%,79.7%,85%,0
21호기 - 원일 120T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
22호기 - ARBURG 200T,TAS GEN2.0 HOUSING," 4,920 ", - ," 4,920 ",8.415,7.921,0.494,7.517,100.0%,94.9%,94.1%,89.3%,90%,0
23호기 - ARBURG 200T,TAS GEN2.0 COVER," 4,500 ", - ," 4,500 ",5.333,5.097,0.236,5,100.0%,98.1%,95.6%,93.8%,90%,0
24호기 - 우진 220T,POWER PACK COVER (검사 전)," 1,704 ", - ," 1,704 ",18.663,18.663,0,16.093,100.0%,86.2%,100.0%,86.2%,90%,0
25호기 - 우진 220T,MEB5 ESC COVER," 9,120 ", 18 ," 9,138 ",20.67,20.349,0.321,18.529,99.8%,91.1%,98.4%,89.5%,90%,0
26호기 - 우진 220T,601D M/CORE COVER (KBE 1033BK)," 27,200 ", - ," 27,200 ",23.998,23.998,0,21.156,100.0%,88.2%,100.0%,88.2%,85%,0
27호기 - 우진 220T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
28호기 - 우진 150T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
29호기 - 우진 150T,SP2 PE 수밀 커버," 1,284 ", - ," 1,284 ",10.297,10.297,0,9.63,100.0%,93.5%,100.0%,93.5%,90%,0
30호기 - 우진 150T,iMEB2 BOBBIN IV," 25,816 ", - ," 25,816 ",22.9,22.786,0.114,21.514,100.0%,94.4%,99.5%,93.9%,87%,0
32호기 - ARBURG 100T,MEB5 BOBBIN OV," 40,608 ", 18 ," 40,626 ",23.996,23.996,0,21.441,100.0%,89.4%,100.0%,89.3%,85%,0
