설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
06호기 - 원일 150T,GEN4 EXHAUST LH," 1,560 ", - ," 1,560 ",9.0,8.2,0.7,8.2,100.0%,100.0%,91.7%,91.7%,87.0%,
08호기 - 원일 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,85.0%,
09호기 - 원일 150T,후륜8속 M3 PREMOLD ASS'Y," 3,260 ", - ," 3,260 ",16.6,16.6,0.0,14.0,100.0%,84.4%,100.0%,84.4%,83.0%,
10호기 - 원일 100T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,85.0%,
11호기 - 원일 100T,R-TAS GEN 3.0 CONNECTOR," 2,600 ", 12 ," 2,612 ",7.3,7.1,0.2,7.1,99.5%,100.0%,97.6%,97.1%,86.0%,
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 7,080 ", - ," 7,080 ",24.0,22.2,1.8,18.1,100.0%,81.3%,92.6%,75.3%,83.0%,*야간 미사출 현상. 솔 커넥터 단선 확인. 단선부 재연결
13호기 - MEW 150T,KEV3 DRIVE_P 20.5Ω(9144060693)," 8,580 ", - ," 8,580 ",16.7,16.7,0.0,13.8,100.0%,82.9%,100.0%,82.9%,84.0%,
14호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 12,780 ", 32 ," 12,812 ",24.0,23.8,0.2,20.6,99.8%,86.7%,99.1%,85.7%,84.0%,
15호기 - MEW 150T,KEV2 DRIVE 14.5Ω(9144060111)," 10,500 ", 4 ," 10,504 ",23.0,22.6,0.4,17.5,100.0%,77.3%,98.4%,76.1%,84.0%,
16호기 - 원일 120T,LINK OVER MOLD," 4,100 ", - ," 4,100 ",12.0,12.0,0.0,10.3,100.0%,85.4%,100.0%,85.4%,86.0%,
19호기 - JSW 100T,KEV BOBBIN ASS'Y," 15,200 ", 15 ," 15,215 ",15.0,14.8,0.2,11.8,99.9%,80.1%,98.4%,78.8%,87.0%,"*전일 야간 로보트 Z축 서보 알람건 주간 설비 점검
→ 로보트 포인트 확인시 안착 및 취출 위치, 수평 틀어짐 확인
→ 포인트 재셋팅, 플레이트 배열판 테이프 임시 부착. 설비 모니터링
*야간 가동중 상기건 재발생. 서보팩 에어블로잉 임시 조치후 가동
→ 서보팩 점검 요청
*야간 터미널 센서 감지 이상, 몰딩 플레이트 미배출 현상. 센서 점검"
20호기 - MEW 150T,KEV BOBBIN ASSY_PPS(9144060689)," 12,000 ", - ," 12,000 ",9.7,9.3,0.4,9.3,100.0%,100.0%,96.0%,96.0%,85.0%,
21호기 - 원일 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
22호기 - ARBURG 200T,TAS GEN2.0 HOUSING," 10,300 ", - ," 10,300 ",16.8,16.5,0.3,15.7,100.0%,95.1%,98.3%,93.5%,90.0%,
23호기 - ARBURG 200T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,90.0%,
24호기 - 우진 220T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,90.0%,
25호기 - 우진 220T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,90.0%,
26호기 - 우진 220T,600D 외부 CASE (KOPLA)," 8,078 ", - ," 8,078 ",20.7,15.7,5.0,13.9,100.0%,88.9%,75.7%,67.3%,85.0%,"*주간 공타 작업중 Cav.8 런너부 코어 파손 확인
→ 하측 금형 하차 후 수리
*주간 Set-up 중 슬라이드 습동 이상 및 코어 후진 센서 인식 이상
→ 금형보전팀 금형 점검 후 가동
*야간 가동중 제품 흡착부 볼트 이탈로 인한 고정 불량. 재체결"
27호기 - 우진 220T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,85.0%,
28호기 - 우진 150T,iMEB2 BOBBIN OV," 6,200 ", - ," 6,200 ",7.9,7.6,0.3,5.2,100.0%,68.2%,96.4%,65.7%,87.0%,*주간 작업자 타공정 지원
29호기 - 우진 150T,SP2 PE 수밀 커버," 1,092 ", - ," 1,092 ",8.6,8.2,0.4,8.2,100.0%,100.0%,95.6%,95.6%,90.0%,
30호기 - 우진 150T,iMEB2 BOBBIN IV," 22,908 ", - ," 22,908 ",22.3,20.4,1.9,19.1,100.0%,93.4%,91.5%,85.5%,87.0%,"*주간 컷팅기 가이드핀 파손. 가이드핀 교체, 하부 홀 청소 후 가동
*주간 Cav.3 와인딩부 파팅라인 상단부 스크래치. 금형 점검"
32호기 - ARBURG 100T,MEB5 BOBBIN OV," 32,000 ", 15 ," 32,015 ",22.3,22.3,0.0,16.9,100.0%,75.7%,100.0%,75.6%,87.0%,"*주간 직진피더 핀 공급 지연 다수 발생. 지그 청소
→ 알람 체크시트 게시 후 모니터링 중"
33호기 - ARBURG 100T,MEB5 BOBBIN IV," 35,100 ", 22 ," 35,122 ",22.3,22.2,0.1,18.5,99.9%,83.4%,99.5%,83.0%,87.0%,
35호기 - ARBURG 100T (자동),iMEB2 FORK PIN COVER," 25,904 ", - ," 25,904 ",26.0,26.0,0.0,25.2,100.0%,96.8%,100.0%,96.8%,90.0%,
36호기 - ZHAFIR 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
37호기 - ARBURG 100T (자동),MEB5 BOBBIN IV," 13,600 ", - ," 13,600 ",7.6,7.2,0.5,7.2,100.0%,100.0%,94.1%,94.1%,85.0%,
38호기 - ARBURG 100T (자동),ETC BRUSH HOLDER," 4,198 ", - ," 4,198 ",10.3,10.0,0.4,7.2,100.0%,72.5%,96.5%,69.9%,90.0%,"*야간 시업중 로보트 슬라이드 작동 이상
→ 슬라이드 실린더 노후로 인한 누기 확인. 실린더 교체"
39호기 - ZHAFIR 120T,7P CONNECTOR PROTECTOR," 7,720 ", - ," 7,720 ",31.0,30.8,0.2,30.0,100.0%,97.5%,99.2%,96.7%,90.0%,
40호기 - ARBURG 200T (자동),#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
41호기 - 우진 220T (자동),KEV3 COVER 3.5 LN QC (9144060585)," 6,024 ", - ," 6,024 ",12.1,12.1,0.0,11.4,100.0%,93.8%,100.0%,93.8%,87.0%,
42호기 - 우진 220T (자동),KEV3 COVER QC_P (9144060696)," 9,944 ", - ," 9,944 ",24.0,24.0,0.0,22.1,100.0%,92.1%,100.0%,92.1%,87.0%,
43호기 - ARBURG 200T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
44호기 - 우진 220T,IDB COVER ASS'Y," 1,443 ", - ," 1,443 ",8.0,7.8,0.2,6.8,100.0%,86.6%,97.8%,84.7%,87.0%,
45호기 - 우진 220T,KEV3 COVER QC_P (9144060696)," 3,700 ", - ," 3,700 ",10.3,9.9,0.5,9.3,100.0%,93.9%,95.4%,89.5%,85.0%,
46호기 - MEW 250T,SRR 40 HOUSING ASSY RL(N00.335-01)," 1,700 ", 18 ," 1,718 ",15.0,14.2,0.8,8.4,99.0%,59.3%,94.4%,55.4%,84.0%,"*주간 작업자 타공정 지원 (미래동 56호기 샘플 생산)
*야간 타입 변경 후 다관절로보트 핀 취출 및 안착 위치 재셋팅
→ 타입 변경 및 기종 교체 Set-up 시 포인트 및 릴교체 등으로 인한 
   셋팅 시간 지연 발생으로 효율 감소
*야간 Cav.2 통전 불량. 핀 취출 및 안착 위치 재조정"
47호기 - ARBURG 200T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,75.0%,
48호기 - 원일 200T,MEB5 ESCi HOUSING (S)," 1,519 ", 3 ," 1,522 ",9.4,9.0,0.4,8.9,99.8%,98.3%,95.7%,93.8%,87.0%,*야간 가동중 다관절로보트 부쉬 푸셔 볼트 이탈. 재체결 후 가동
49호기 - ARBURG 300T,iMEB2 ECU HOUSING (필터융착)," 1,755 ", 7 ," 1,762 ",17.0,12.5,4.5,11.7,99.6%,93.9%,73.6%,68.8%,84.0%,"*전일 야간 부쉬 공급부 고정축 및 피더 위치 틀어짐 건 주간 점검
→ 점검 중 자재 이스케이프 진입시 스크래치 다수 발생
→ 이스케이프 및 피더 2개소 수평 틀어짐 확인. 수평 재셋팅 진행
→ 자재 픽업 및 안착 위치 틀어짐 확인. 전구간 재셋팅 후 모니터링
*야간 부쉬 진입 중 간헐적 간섭으로 공급 지연. 임시조치 후 가동"
50호기 - 원일 200T,MEB5 ESCi HOUSING (S)," 2,728 ", 17 ," 2,745 ",22.0,20.0,2.0,15.6,99.4%,78.3%,90.9%,70.7%,87.0%,"*주간 가동중 런너 배출 이상. 설비 점검
'*주간 Cav1, 2 러버씰 삽입부 찍힘
→ 다관절로보트 제품 취출 위치 이상 확인. 위치 조정
*주간 완제품 안착부 안착 중 충돌. 로보트 전구간 재셋팅
*야간 Cav.4 (4회), Cav.2 (1회) 모터핀 하강 푸셔 이상. 설비 점검
*야간 부쉬 자재 공급 이상 알람. 센서 점검"
51호기 - ARBURG 200T,MEB5 HOUSING ESC (S)," 2,908 ", - ," 2,908 ",19.4,19.0,0.5,17.0,100.0%,89.5%,97.6%,87.3%,87.0%,*야간 가동중 수지 이송 이상. 퓨즈 연결선 이탈 확인. 재연결
52호기 - ARBURG 160T,IDB HOUSING MOLD," 1,880 ", - ," 1,880 ",20.7,19.3,1.4,17.8,100.0%,92.2%,93.2%,85.9%,85.0%,*주간 핀 카운트 감지 센서 이상. 센서 교체
53호기 - 재피어 450T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,85.0%,
,,,,,,,,,,,,,,
,,,,,,,,,,,,83.5%,,
