설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
06호기 - 원일 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
08호기 - 원일 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,85.0%,
09호기 - 원일 150T,후륜8속 M3 PREMOLD ASS'Y," 1,141 ", - ," 1,141 ",8.3,8.3,0.0,4.9,100.0%,59.1%,100.0%,59.1%,83.0%,*2/13 주간 요크부 수지 막힘건 점검 후 가동
10호기 - 원일 100T,LINK OVERMOLD (N)," 4,000 ", - ," 4,000 ",12.0,11.4,0.6,10.0,100.0%,87.5%,95.3%,83.3%,85.0%,"*2/13 야간 Cav.17 부쉬 고정핀 파손
→ 1Mold 가동. 하측 금형 하차 후 수리 (2/14)"
11호기 - 원일 100T,R-TAS GEN 3.0 CONNECTOR," 8,700 ", - ," 8,700 ",24.9,24.6,0.3,23.7,100.0%,96.4%,98.8%,95.3%,86.0%,
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 6,560 ", - ," 6,560 ",20.7,20.3,0.3,16.8,100.0%,82.5%,98.3%,81.1%,83.0%,
13호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 12,176 ", 1 ," 12,177 ",24.0,23.8,0.2,19.6,100.0%,82.5%,99.0%,81.7%,84.0%,
14호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 12,420 ", 20 ," 12,440 ",22.4,22.4,0.0,20.0,99.8%,89.7%,100.0%,89.5%,84.0%,
15호기 - MEW 150T,KEV2 DRIVE 14.5Ω(9144060111)," 4,120 ", 8 ," 4,128 ",8.5,8.2,0.3,6.9,99.8%,83.6%,96.4%,80.4%,84.0%,*2/13 주간 Cav.30 댐퍼부 핀 코어 파손. 금형보전팀 금형 점검
