설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
06호기 - 원일 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
08호기 - 원일 120T,MEB5.2 MOTOR PIN ASSY," 1,000 ", - ," 1,000 ",3.1,3.1,0.0,2.6,100.0%,85.0%,100.0%,85.0%,85.0%,
09호기 - 원일 150T,후륜8속 M3 PREMOLD ASS'Y, 340 , - , 340 ,1.5,1.5,0.0,1.5,100.0%,96.3%,100.0%,96.3%,83.0%,
10호기 - 원일 100T,ROTOR OS SLEEVE," 3,840 ", - ," 3,840 ",8.3,8.3,0.0,6.4,100.0%,76.8%,100.0%,76.8%,85.0%,*야간 시업중 #3 게이트 사출 불가. 설비 점검
11호기 - 원일 100T,R-TAS GEN 3.0 CONNECTOR," 2,596 ", 24 ," 2,620 ",7.4,7.3,0.1,7.1,99.1%,97.8%,98.5%,95.4%,86.0%,
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 7,788 ", 1 ," 7,789 ",24.0,24.0,0.0,19.9,100.0%,82.8%,100.0%,82.8%,83.0%,"*야간 금형 슬라이드부 세미핀 습동 이상
→ 점검 간 1Mold 가동. 습동 점검 후 가동"
13호기 - MEW 150T,KEV3 DRIVE_P 20.5Ω(9144060693)," 11,516 ", - ," 11,516 ",22.3,22.0,0.4,18.6,100.0%,84.5%,98.2%,83.0%,84.0%,
14호기 - MEW 150T,KEV3 DRIVE_P 14.5옴 (9144060737)," 12,840 ", 12 ," 12,852 ",24.0,24.0,0.0,20.7,99.9%,86.2%,100.0%,86.1%,84.0%,
15호기 - MEW 150T,KEV1 DRIVE 20.5Ω(9144060009), 840 , - , 840 ,2.0,2.0,0.0,1.4,100.0%,70.0%,100.0%,70.0%,84.0%,*야간 작업자 타공정 지원 (14호기)
