설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
06호기 - 원일 150T,GEN4 EXHAUST LH," 1,520 ", 2 ," 1,522 ",8.7,8.0,0.7,8.0,99.9%,100.0%,92.1%,92.0%,87.0%,
08호기 - 원일 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,85.0%,
09호기 - 원일 150T,VIS SOLENOID BODY (NU)," 3,390 ", - ," 3,390 ",16.4,16.4,0.0,13.7,100.0%,83.3%,100.0%,83.3%,83.0%,
10호기 - 원일 100T,ROTOR OS SLEEVE," 4,200 ", - ," 4,200 ",8.3,7.9,0.4,7.0,100.0%,88.4%,95.1%,84.0%,85.0%,
11호기 - 원일 100T,R-TAS GEN 3.0 CONNECTOR," 5,200 ", - ," 5,200 ",14.7,14.7,0.0,14.2,100.0%,96.2%,100.0%,96.2%,86.0%,
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 6,788 ", - ," 6,788 ",20.7,20.0,0.6,17.3,100.0%,86.6%,96.9%,83.9%,83.0%,*주간 금형 슬라이드 점검
13호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 11,400 ", - ," 11,400 ",22.4,21.0,1.4,18.4,100.0%,87.6%,93.8%,82.2%,84.0%,
14호기 - MEW 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,84.0%,
15호기 - MEW 150T,KEV2 DRIVE 14.5Ω(9144060111)," 12,600 ", - ," 12,600 ",24.0,23.9,0.1,21.0,100.0%,87.8%,99.7%,87.5%,84.0%,
16호기 - 원일 120T,LINK OVERMOLD (N)," 8,200 ", - ," 8,200 ",24.0,24.0,0.0,20.5,100.0%,85.4%,100.0%,85.4%,86.0%,
19호기 - JSW 100T,KEV BOBBIN ASS'Y," 17,416 ", - ," 17,416 ",24.0,18.8,5.2,13.5,100.0%,72.1%,78.2%,56.4%,87.0%,"*주간 몰딩 플레이트 배출 이송 배열판 서보 드라이브 알람
→ 설비보전팀 점검. 서보팩 내 구동 불량 확인
→ 서보팩 냉각팬 교체
*야간 플레이트 이송 그리퍼 작동 이상으로 배열판 안착 불가
→ 로드측 미스로딩 이상 알람. 그리퍼 고정부 임시 재고정"
20호기 - MEW 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,85.0%,
21호기 - 원일 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
22호기 - ARBURG 200T,TAS GEN2.0 HOUSING," 4,040 ", - ," 4,040 ",6.8,6.5,0.3,6.2,100.0%,95.6%,95.1%,91.0%,90.0%,
23호기 - ARBURG 200T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,90.0%,
24호기 - 우진 220T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,90.0%,
25호기 - 우진 220T,MEB5 ESC COVER," 11,284 ", 21 ," 11,305 ",24.0,24.0,0.0,22.9,99.8%,95.5%,100.0%,95.3%,90.0%,
26호기 - 우진 220T,601D M/CORE COVER (KBE 1033BK)," 13,300 ", - ," 13,300 ",12.0,11.7,0.3,10.3,100.0%,88.7%,97.2%,86.2%,85.0%,
27호기 - 우진 220T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,85.0%,
