설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
06호기 - 원일 150T,GEN4 EXHAUST LH," 1,352 ", - ," 1,352 ",8.3,8.0,0.4,7.1,100.0%,89.7%,95.5%,85.7%,87.0%,
08호기 - 원일 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,85.0%,
09호기 - 원일 150T,후륜8속 M3 PREMOLD ASS'Y," 3,039 ", - ," 3,039 ",16.6,16.6,0.0,13.1,100.0%,78.7%,100.0%,78.7%,83.0%,
10호기 - 원일 100T,LINK OVER MOLD," 8,220 ", - ," 8,220 ",24.0,24.0,0.0,20.6,100.0%,85.6%,100.0%,85.6%,85.0%,
11호기 - 원일 100T,R-TAS GEN 3.0 CONNECTOR," 2,600 ", - ," 2,600 ",7.4,7.3,0.1,7.1,100.0%,97.5%,98.7%,96.2%,86.0%,
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 7,804 ", 6 ," 7,810 ",24.0,23.9,0.2,20.0,99.9%,83.6%,99.4%,83.0%,83.0%,*야간 슬리브 내경 스크래치. 코어 랩핑
13호기 - MEW 150T,KEV3 DRIVE_P 20.5Ω(9144060693)," 12,360 ", - ," 12,360 ",24.0,24.0,0.0,19.9,100.0%,82.9%,100.0%,82.9%,84.0%,
14호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 12,780 ", - ," 12,780 ",24.0,24.0,0.0,20.6,100.0%,85.7%,100.0%,85.7%,84.0%,
15호기 - MEW 150T,KEV1 DRIVE 20.5Ω(9144060009)," 8,580 ", 8 ," 8,588 ",16.7,16.7,0.0,14.3,99.9%,85.9%,100.0%,85.8%,84.0%,
16호기 - 원일 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,86.0%,
19호기 - JSW 100T,KEV BOBBIN ASS'Y," 26,400 ", - ," 26,400 ",24.0,23.5,0.5,20.5,100.0%,87.2%,98.1%,85.5%,87.0%,
20호기 - MEW 150T,KEV BOBBIN ASSY_PPS(9144060689)," 12,400 ", - ," 12,400 ",10.0,9.8,0.2,9.6,100.0%,98.8%,97.6%,96.4%,85.0%,
21호기 - 원일 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
22호기 - ARBURG 200T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,90.0%,
23호기 - ARBURG 200T,TAS GEN2.0 COVER," 9,180 ", 22 ," 9,202 ",10.8,10.5,0.4,10.2,99.8%,97.6%,96.7%,94.2%,90.0%,
24호기 - 우진 220T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,90.0%,
