설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,GEN4 INTAKE LH," 1,626 ", - ," 1,626 ",9.33,8.60,0.73,8.58,100.0%,99.8%,92.2%,92.0%,87%,0
06호기 - 원일 150T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
08호기 - 원일 120T,MEB5.2 MOTOR PIN ASSY," 2,500 ", - ," 2,500 ",7.01,6.89,0.12,6.60,100.0%,95.7%,98.3%,94.1%,85%,0
09호기 - 원일 150T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,83%,0
10호기 - 원일 100T,LINK OVER MOLD," 7,400 ", - ," 7,400 ",20.33,20.05,0.28,18.50,100.0%,92.3%,98.6%,91.0%,85%,0
11호기 - 원일 100T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86%,0
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 7,940 ", - ," 7,940 ",24.03,23.78,0.25,20.29,100.0%,85.3%,99.0%,84.4%,83%,0
13호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 8,640 ", - ," 8,640 ",16.67,16.43,0.25,13.92,100.0%,84.7%,98.5%,83.5%,84%,0
14호기 - MEW 150T,KEV3 DRIVE_P 14.5옴 (9144060737)," 10,176 ", - ," 10,176 ",20.68,20.11,0.57,16.39,100.0%,81.5%,97.3%,79.3%,84%,"*주간 상측코어 고정 핀 파손
→ 고정핀 교체"
15호기 - MEW 150T,KEV2 DRIVE 14.5Ω(9144060111)," 12,540 ", - ," 12,540 ",24.00,23.60,0.40,20.90,100.0%,88.6%,98.3%,87.1%,84%,0
16호기 - 원일 120T,LINK OVER MOLD," 3,780 ", - ," 3,780 ",11.33,10.73,0.60,9.45,100.0%,88.1%,94.7%,83.4%,86%,0
19호기 - JSW 100T,KEV BOBBIN ASS'Y," 13,100 ", - ," 13,100 ",12.00,11.76,0.24,10.19,100.0%,86.7%,98.0%,84.9%,87%,0
20호기 - MEW 150T,KEV BOBBIN ASSY_PPS(9144060689)," 12,000 ", - ," 12,000 ",10.00,10.00,0.00,9.33,100.0%,93.3%,100.0%,93.3%,85%,0
21호기 - 원일 120T,600H M/CORE COVER CENTER," 16,304 ", - ," 16,304 ",8.33,7.58,0.75,6.79,100.0%,89.6%,91.0%,81.5%,87%,"*야간 원자재 공급부 인서트 불량 (2회)
→ 다관절로보트 인서트 위치 조정"
22호기 - ARBURG 200T,TAS GEN2.0 HOUSING," 1,500 ", - ," 1,500 ",2.44,2.44,0.00,2.29,100.0%,93.8%,100.0%,93.8%,90%,0
