설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,GEN4 INTAKE LH," 1,402 ", - ," 1,402 ",9.31,7.40,1.91,7.40,100.0%,100.0%,79.5%,79.5%,87%,*주간 시업 전 Coil ass'y 확보 후 가동
06호기 - 원일 150T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
08호기 - 원일 120T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
09호기 - 원일 150T,ACV2 COVER, 693 , - , 693 ,8.38,8.38,0.00,7.70,100.0%,91.9%,100.0%,91.9%,83%,0
10호기 - 원일 100T,ROTOR OS SLEEVE," 9,240 ", - ," 9,240 ",16.66,16.25,0.41,15.40,100.0%,94.8%,97.5%,92.4%,85%,0
11호기 - 원일 100T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86%,0
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 1,968 ", - ," 1,968 ",5.80,5.61,0.19,5.03,100.0%,89.6%,96.8%,86.7%,83%,*주간 가동 중 작업자 타공정(3호기 와인딩작업) 지원으로 설비 정지
13호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 4,920 ", - ," 4,920 ",10.34,10.21,0.13,7.93,100.0%,77.6%,98.8%,76.7%,84%,0
14호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 12,660 ", - ," 12,660 ",24.02,23.61,0.41,20.40,100.0%,86.4%,98.3%,84.9%,84%,0
15호기 - MEW 150T,KEV2 DRIVE 14.5Ω(9144060111)," 8,940 ", - ," 8,940 ",16.66,16.39,0.27,14.90,100.0%,90.9%,98.4%,89.4%,84%,0
16호기 - 원일 120T,LINK OVER MOLD," 8,100 ", - ," 8,100 ",24.00,23.47,0.54,20.25,100.0%,86.3%,97.8%,84.4%,86%,0
19호기 - JSW 100T,#N/A, - , - , - ,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
20호기 - MEW 150T,KEV BOBBIN ASSY_PPS(9144060689)," 21,600 ", - ," 21,600 ",24.00,23.83,0.18,16.80,100.0%,70.5%,99.3%,70.0%,85%,"*주간 상측 금형 수지 고착
→ 고착 수지 제거 후 재가동"
