설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
06호기 - 원일 150T,GEN4 EXHAUST LH," 1,640 ", - ," 1,640 ",9.4,8.7,0.7,8.7,100.0%,100.0%,92.1%,92.0%,87.0%,
08호기 - 원일 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,85.0%,
09호기 - 원일 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,83.0%,
10호기 - 원일 100T,ROTOR OS SLEEVE," 4,320 ", - ," 4,320 ",8.3,8.3,0.0,7.2,100.0%,86.4%,100.0%,86.4%,85.0%,
11호기 - 원일 100T,R-TAS GEN 3.0 CONNECTOR," 2,600 ", - ," 2,600 ",7.5,7.5,0.0,7.1,100.0%,94.9%,100.0%,94.9%,86.0%,
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 5,356 ", - ," 5,356 ",16.5,16.2,0.3,13.7,100.0%,84.5%,98.1%,82.9%,83.0%,
13호기 - MEW 150T,KEV3 DRIVE 14.5Ω(9144060260)," 12,360 ", 3 ," 12,363 ",23.0,23.0,0.0,19.9,100.0%,86.6%,100.0%,86.5%,84.0%,
14호기 - MEW 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,84.0%,
15호기 - MEW 150T,KEV2 DRIVE 14.5Ω(9144060111)," 12,420 ", - ," 12,420 ",23.5,23.5,0.0,20.7,100.0%,88.1%,100.0%,88.1%,84.0%,
16호기 - 원일 120T,LINK OVER MOLD," 6,500 ", - ," 6,500 ",18.0,16.7,1.3,16.3,100.0%,97.5%,92.6%,90.3%,86.0%,*야간 록 상승 하강 및 형판 회전 이상
19호기 - JSW 100T,KEV BOBBIN ASS'Y," 25,892 ", - ," 25,892 ",24.0,23.6,0.5,20.1,100.0%,85.5%,98.1%,83.9%,87.0%,"*주간 금형 내 플레이트 안착 불량 다수 발생
→ 안착 위치 재조정. 모나터링
*야간 인서트 로보트 작동 이상
→ 에어호스 천공 확인. 에어호스 재연결 후 작동성 점검"
20호기 - MEW 150T,KEV BOBBIN ASSY_PPS(9144060689)," 12,800 ", - ," 12,800 ",10.3,10.0,0.3,10.0,100.0%,99.4%,97.3%,96.7%,85.0%,
21호기 - 원일 120T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,87.0%,
22호기 - ARBURG 200T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,90.0%,
23호기 - ARBURG 200T,TAS GEN2.0 GEAR COVER," 19,080 ", - ," 19,080 ",22.2,22.1,0.1,21.2,100.0%,96.1%,99.6%,95.7%,90.0%,
24호기 - 우진 220T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,90.0%,
25호기 - 우진 220T,MEB5 ESC COVER," 9,724 ", 18 ," 9,742 ",21.2,21.0,0.1,19.8,99.8%,93.9%,99.4%,93.1%,90.0%,
26호기 - 우진 220T,600D 외부 CASE (KOPLA)," 5,290 ", - ," 5,290 ",10.3,9.7,0.6,9.1,100.0%,93.8%,94.0%,88.1%,85.0%,"*주간 제품 취출 척 미스 알람
→ 제품 취출 위치 재조정"
27호기 - 우진 220T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,85.0%,
28호기 - 우진 150T,iMEB2 BOBBIN OV," 20,335 ", - ," 20,335 ",17.7,17.7,0.0,16.9,100.0%,95.5%,100.0%,95.5%,87.0%,
29호기 - 우진 150T,#N/A, - , - , - ,0.0,0.0,0.0,0.0,,,,,90.0%,
30호기 - 우진 150T,iMEB2 BOBBIN IV," 16,000 ", - ," 16,000 ",13.9,13.9,0.0,13.3,100.0%,95.7%,100.0%,95.7%,87.0%,"*주간 Cav.3 땅콩부 파팅 Burr
→ 금형보전팀 점검"
32호기 - ARBURG 100T,MEB5 BOBBIN OV," 32,500 ", 23 ," 32,523 ",22.3,22.3,0.0,17.2,99.9%,76.9%,100.0%,76.8%,87.0%,"*설비 알람 발생 체크시트 작성중 (~1/21)
→ 이스케이프&회전부 공정간 핀 놓침으로 인한 누락 다수 발생중
*주간 핀 누락
→ 이송부 지그 칩 이물 누적 확인. 지그 청소 및 취출 위치 재조정"
33호기 - ARBURG 100T,MEB5 BOBBIN IV," 35,208 ", 28 ," 35,236 ",22.3,21.7,0.7,18.6,99.9%,85.9%,97.0%,83.2%,87.0%,"*야간 이송부 하강센서 중간부 단선
→ 생산팀 단선부 재포설"
35호기 - ARBURG 100T (자동),TAS GEN2.0 PIN BLOCK MOLD," 22,480 ", - ," 22,480 ",20.9,20.0,0.8,19.5,100.0%,97.3%,96.1%,93.5%,90.0%,"*주간 전 Cav. 외관 Burr
→ 생산팀 형체력 및 조건 변경 Set-up. 지속 발생. 설비정지
→ 금형 외주 수리. 금형 하차"
36호기 - ZHAFIR 120T,600C 1차 SPOOL (KOPLA)," 5,227 ", - ," 5,227 ",6.8,6.4,0.5,5.1,100.0%,79.7%,93.1%,74.2%,87.0%,
37호기 - ARBURG 100T (자동),FE SVM COVER TOP," 1,900 ", - ," 1,900 ",14.5,14.5,0.0,10.6,100.0%,72.6%,100.0%,72.6%,85.0%,
38호기 - ARBURG 100T (자동),KEV2 10.5 GL3 LID (9144060668)," 16,112 ", - ," 16,112 ",24.0,24.0,0.0,22.8,100.0%,95.2%,100.0%,95.2%,90.0%,
