설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,GEN4 INTAKE LH," 1,494 ", 6 ," 1,500 ",8.806,7.917,0.889,7.917,99.6%,100.0%,89.9%,89.5%,87%,"*3/27 주간 숄더기 납 수위 하한으로 인한 외관 불량
→ 숄더 바스켓 마모 확인. 바스켓 스페어 부족
→ 바스켓 위치 임시 조정, 스페어 구매 요청"
06호기 - 원일 150T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
08호기 - 원일 120T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
09호기 - 원일 150T,후륜8속 M3 PREMOLD ASS'Y," 1,840 ", - ," 1,840 ",8.312,8.312,0,7.922,100.0%,95.3%,100.0%,95.3%,83%,0
10호기 - 원일 100T,ROTOR OS SLEEVE," 7,760 ", - ," 7,760 ",16.658,16.369,0.289,12.933,100.0%,79.0%,98.3%,77.6%,85%,"*3/27 야간 Cav.1, 5 미사출 및 미성형
→ 하트 온도, 사츌 조건 조정 (사출압력 5kg/f ↑, 게이트#2 15℃↑)
→ Set-up. 외관,  공정검사항목 양호"
11호기 - 원일 100T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86%,0
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS," 6,500 ", - ," 6,500 ",20.684,20.362,0.322,16.611,100.0%,81.6%,98.4%,80.3%,83%,0
13호기 - MEW 150T,KEV3 DRIVE_P 20.5Ω(9144060693)," 10,260 ", - ," 10,260 ",20.679,20.409,0.27,16.53,100.0%,81.0%,98.7%,79.9%,84%,0
14호기 - MEW 150T,KEV3 DRIVE_P 14.5옴 (9144060737)," 12,240 ", - ," 12,240 ",24.023,22.703,1.32,19.72,100.0%,86.9%,94.5%,82.1%,84%,0
15호기 - MEW 150T,KEV2 DRIVE 14.5Ω(9144060111)," 8,280 ", 4 ," 8,284 ",16.955,16.53,0.425,13.807,100.0%,83.5%,97.5%,81.4%,84%,0
16호기 - 원일 120T,LINK OVER MOLD," 8,220 ", - ," 8,220 ",24.001,23.514,0.487,20.55,100.0%,87.4%,98.0%,85.6%,86%,0
19호기 - JSW 100T,KEV BOBBIN ASS'Y," 12,800 ", - ," 12,800 ",12.003,11.623,0.38,9.956,100.0%,85.7%,96.8%,82.9%,87%,0
20호기 - MEW 150T,KEV BOBBIN ASSY_PPS(9144060689)," 12,200 ", - ," 12,200 ",12.002,11.726,0.276,9.489,100.0%,80.9%,97.7%,79.1%,85%,0
21호기 - 원일 120T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
22호기 - ARBURG 200T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90%,0
23호기 - ARBURG 200T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90%,0
24호기 - 우진 220T,POWER PACK COVER (검사 전), 924 , - , 924 ,10.333,10.162,0.171,8.727,100.0%,85.9%,98.3%,84.5%,90%,0
25호기 - 우진 220T,MEB5 ESC COVER," 4,920 ", 21 ," 4,941 ",10.455,10.021,0.434,10.019,99.6%,100.0%,95.8%,95.4%,90%,0
26호기 - 우진 220T,601D M/CORE COVER (KBE 1033BK)," 13,638 ", - ," 13,638 ",11.999,11.451,0.548,10.607,100.0%,92.6%,95.4%,88.4%,85%,0
27호기 - 우진 220T,600C 외부 CASE (KOPLA)," 3,500 ", - ," 3,500 ",10.332,8.917,1.415,6.417,100.0%,72.0%,86.3%,62.1%,85%,"*3/27 야간 Cav.13 리크검사부 마킹 불량
→ 마킹 실린더 호스 천공. 호스 교체
*3/27 야간 Cav.12 조립부(1.25부) Burr 상향. 금형 점검 요청
*3/27 야간 Cav.11 Bush부 찍힘. 코어 랩핑. 금형 점검 요청"
28호기 - 우진 150T,iMEB2 BOBBIN OV," 19,000 ", - ," 19,000 ",16.636,16.287,0.349,15.833,100.0%,97.2%,97.9%,95.2%,87%,0
29호기 - 우진 150T,SP2 PE 수밀 커버," 1,320 ", - ," 1,320 ",10.396,10.2,0.196,9.9,100.0%,97.1%,98.1%,95.2%,90%,0
30호기 - 우진 150T,iMEB2 BOBBIN IV," 29,400 ", - ," 29,400 ",25.6,25.189,0.411,24.5,100.0%,97.3%,98.4%,95.7%,87%,0
32호기 - ARBURG 100T,MEB5 BOBBIN OV," 79,408 ", 45 ," 79,453 ",44.654,44.275,0.379,41.934,99.9%,94.7%,99.2%,93.9%,85%,*3/27 주간 직진피더부 핀 공급 지연 증가. 지그 청소
33호기 - ARBURG 100T,MEB5 BOBBIN IV," 78,016 ", 89 ," 78,105 ",44.655,44.284,0.371,41.221,99.9%,93.1%,99.2%,92.2%,85%,*3/27 주간 인서트 푸셔 알람 증가. 로포트 인서트 위치 조정
35호기 - ARBURG 100T (자동),#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90%,0
36호기 - ZHAFIR 120T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
37호기 - ARBURG 100T (자동),MEB5 BOBBIN IV," 59,500 ", 45 ," 59,545 ",32.823,32.436,0.387,31.426,99.9%,96.9%,98.8%,95.7%,85%,0
38호기 - ARBURG 100T (자동),#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90%,0
39호기 - ZHAFIR 120T,PROTECTION CAP HP (신U 디젤)," 7,290 ", - ," 7,290 ",9.999,8.672,1.327,6.541,100.0%,75.4%,86.7%,65.4%,90%,"*3/27 야간 시업 및 재가동 중 미사출 현상
→ 하트 온도 승온 후 모니터링"
40호기 - ARBURG 200T (자동),KEV3 COVER QC_P (9144060696)," 10,470 ", - ," 10,470 ",24.199,24.013,0.186,23.266,100.0%,96.9%,99.2%,96.1%,87%,0
41호기 - 우진 220T (자동),KEV2 COVER 10.5 GL3 (9144060669)," 10,664 ", - ," 10,664 ",20.758,20.404,0.354,19.847,100.0%,97.3%,98.3%,95.6%,87%,0
42호기 - 우진 220T (자동),KEV1 COVER 3.5 (9144060220)," 13,064 ", - ," 13,064 ",22.301,21.998,0.303,21.247,100.0%,96.6%,98.6%,95.3%,87%,0
43호기 - ARBURG 200T,ADAPTOR AIRTUBE, 352 , 6 , 358 ,8.395,8.178,0.217,6.961,98.3%,85.1%,97.4%,81.5%,87%,0
44호기 - 우진 220T,IDB COVER ASS'Y," 1,545 ", - ," 1,545 ",7.997,7.997,0,7.253,100.0%,90.7%,100.0%,90.7%,87%,0
45호기 - 우진 220T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
46호기 - MEW 250T,SRR 30 HOUSING ASSY (SLAVE)," 3,824 ", 9 ," 3,833 ",15.502,14.513,0.989,12.564,99.8%,86.6%,93.6%,80.9%,84%,"*3/27 주간 공급기 직교로보트 그리퍼 척폐 동작 이상. 센서 점검
*3/27 주간 다관절로보트 S/P 취출 이상. 취출 위치 조정"
47호기 - ARBURG 200T,MGH80 ESC HOUSING," 1,217 ", - ," 1,217 ",8.013,7.211,0.802,6.93,100.0%,96.1%,90.0%,86.5%,75%,"*3/27 야간 S/P 프레스 및 그리퍼 취출 불량
→ 피딩 위치, 그리퍼 인서트 및 취출 위치 재조정"
48호기 - 원일 200T,MEB5 ESCi HOUSING (S)," 5,967 ", 5 ," 5,972 ",36.581,35.376,1.205,34.837,99.9%,98.5%,96.7%,95.2%,87%,"*3/28 주간 금형 내 부품(코어) 인서트 이상. 위치 재조정
*3/27 주간 다관절로보트 부쉬 픽업 실패
→ 배열판 부쉬 픽업 위치 재조정
*3/28 주간 Cav.5 금형 내 부쉬 인서트 이상. 인서트 위치 조정"
49호기 - ARBURG 300T,iMEB2 ECU HOUSING (필터융착)," 1,929 ", 9 ," 1,938 ",14.173,12.923,1.25,12.92,99.5%,100.0%,91.2%,90.7%,84%,"*3/27 주간 버스바코어 지그 안착 이상. 위치 재조정
*3/27 야간 Cav.3 런너 고착
→ 로보트 제어기 이상 알람 이력 확인
→ 연속생산중 런너 자유낙하 불량 추정. 2/12, 2/27 동증상 발생
→ 하측 금형 하차 후 수리 (3/28 금형보전팀)"
