설비명,품명,양품수량,불량수량,합게수량, 투입시간 , 가동시간 , 비가동시간 , 정미시간 ,양품율,성능가동율,시간가동율,종합효율,목표효율,
04호기 - 원일 150T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
06호기 - 원일 150T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
08호기 - 원일 120T,GEN4 EXHAUST RH,"1,776",2,"1,778",13.92,9.72,4.2,9.38,99.90%,96.60%,69.80%,67.40%,85%,"*주간 Cav.5 커넥터부 Gas
→ 4/23 동일 Cav. 2회 발생 이력. 금형보전팀 점검
*야간 7호기 블레이드 컷팅기 펀치 파손으로 인한 컷팅 불가. 펀치 교체
*주, 야간 Coil ass'y 공급 부족으로 인한 확보 후 가동. 시간가동율 저하
→ 와인딩 1번축 미사용 (모터 탈거 중)"
09호기 - 원일 150T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,83%,0
10호기 - 원일 100T,LINK OVER MOLD,"7,880", - ,"7,880",23.5,23.5,0,19.7,100.00%,83.80%,100.00%,83.80%,85%,0
11호기 - 원일 100T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86%,0
12호기 - 원일 120T,TAS GEN2.0 ROTOR IS,"3,200", - ,"3,200",10.01,9.76,0.26,8.18,100.00%,83.80%,97.50%,81.70%,83%,0
13호기 - MEW 150T,KEV3 DRIVE_P 20.5Ω(9144060693),"9,420",22,"9,442",19.85,19.85,0,15.21,99.80%,76.60%,100.00%,76.50%,84%,*주간 설비 주변 3정5S 진행 후 가동
14호기 - MEW 150T,KEV3 DRIVE_P 14.5옴 (9144060737),"5,160", - ,"5,160",10.34,10.34,0,8.31,100.00%,80.40%,100.00%,80.40%,84%,0
15호기 - MEW 150T,KEV1 DRIVE 20.5Ω(9144060009),"6,060", - ,"6,060",12,12,0,10.1,100.00%,84.20%,100.00%,84.20%,84%,0
16호기 - 원일 120T,LINK OVER MOLD,"5,500", - ,"5,500",16.33,16.08,0.25,13.75,100.00%,85.50%,98.40%,84.20%,86%,0
19호기 - JSW 100T,KEV BOBBIN ASS'Y,"24,600",17,"24,617",22,21.39,0.62,19.15,99.90%,89.50%,97.20%,87.00%,87%,"*주간 플레이트 인서트 P.P 비전 정렬 카메라 작동 이상. 설비 점검
*주간 핀 압입부 P.P 압입 유닛 작동 이상. 센서 점검
*주간 플레이트 인서트 P.P 비전 정렬 유닛 작동 이상. 센서 점검"
20호기 - MEW 150T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85%,0
21호기 - 원일 120T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87%,0
22호기 - ARBURG 200T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90%,0
23호기 - ARBURG 200T,TAS GEN2.0 COVER,"6,139", - ,"6,139",8.33,8.33,0,6.82,100.00%,81.90%,100.00%,81.90%,90%,"*주간 기종교체 Set-up. 제품 수축 관련 설비 조건 변경 생산
→ 온수기40℃(기존 자연냉각), 냉각시간 10초(기존 7초)
→ 생산 시간별 공정검사항목 검증 및 GO/NO JIG 검사"
24호기 - 우진 220T,#N/A, - , - , - ,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90%,0
25호기 - 우진 220T,MEB5 ESC COVER,"9,030",15,"9,045",22.01,21.63,0.38,18.34,99.80%,84.80%,98.30%,83.20%,90%,0
